pkt大小(Byte),用时(ns)
285,41900
305,43600
265,37700
116,18100
74,12300
74,10201
62,8700
1210,146000
86,19301
62,11100
272,35300
195,28000
278,35400
74,11900
74,10700
62,8200
310,40801
54,8200
62,8600
62,7600
62,6400
74,9500
74,9200
62,7800
78,10500
1210,178101
253,50100
62,10601
62,9000
62,9500
62,7000
74,11400
74,10500
62,8400
1210,142201
215,30900
62,10000
1210,145701
178,40200
62,21000
62,11300
62,12800
62,9000
772,114201
116,21300
105,45100
62,10000
105,13401
62,8000
74,10500
74,9900
62,8600
297,40500
302,37600
62,20100
62,9600
62,7901
74,10500
74,10200
62,9000
65,8500
1210,216701
202,46400
62,11000
62,9000
62,7801
62,7200
74,10900
74,9700
62,8300
1210,139200
90,17800
62,9400
1210,147300
120,39601
62,9700
62,7700
62,7400
62,6900
74,84800
74,19800
62,11900
1210,154601
263,39700
62,10200
1210,151501
242,60500
62,10501
62,8100
62,7300
62,7100
1210,166401
81,16200
62,10000
294,42000
282,36600
167,21900
266,37101
266,55000
330,41900
130,19200
330,105701
114,20100
202,27200
202,37500
74,12800
74,10500
62,8700
221,35000
314,170101
170,33801
314,44400
74,16000
74,12500
62,10100
1210,164301
245,38500
62,9900
1210,144501
226,55400
62,11700
62,8800
62,7900
62,9400
74,11600
74,9600
62,8800
1210,174201
77,31500
62,9700
1210,134601
90,34400
62,9900
62,8100
62,7700
62,16900
1210,132101
1210,157501
62,11600
64,9600
322,45200
182,26900
146,17801
236,32200
62,9100
62,18500
139,29800
154,25500
190,37201
186,63500
146,19800
62,9700
74,11600
74,12000
62,8200
74,9900
74,9600
62,8000
1210,133800
245,36001
62,9600
1210,137700
226,30500
62,9100
62,7400
62,7500
62,7000
1210,133101
354,77600
62,10500
272,34100
229,36001
240,37200
74,11600
74,10700
62,8700
1210,137201
60,31400
62,10100
272,36300
238,41200
220,30300
240,35900
214,30200
246,37500
994,155501
62,12000
74,12400
74,10800
62,8700
170,19600
314,51501
1210,135600
1210,180001
62,13600
64,11300
322,40900
220,34400
146,33501
162,58500
82,11600
179,23000
168,23000
105,15800
62,7900
62,7600
62,7500
105,13900
62,7300
62,27400
62,7300
134,18600
134,20300
62,9500
134,17800
134,14701
134,15900
134,24800
134,19700
62,9400
134,21800
62,12200
182,25200
146,16801
236,30400
139,16100
62,9800
282,35100
306,34600
283,32900
258,29201
170,21800
170,19200
170,20200
170,18500
62,10400
154,20900
190,21301
134,17300
134,15600
62,10400
62,7900
134,17800
134,17200
134,14900
134,14000
62,9300
62,9000
62,7200
62,9300
62,6700
81,23100
97,14100
100,14400
74,11200
74,9500
66,9200
66,9300
62,7800
62,7600
217,40701
62,10800
217,30500
62,10200
100,13800
1120,150301
1120,183001
308,72201
1120,191301
1210,143700
218,74701
62,13600
62,10400
62,18700
228,32700
228,31001
62,10100
62,8500
153,21800
62,11500
153,21600
62,8400
98,16300
98,12700
100,13700
269,35301
258,30000
74,10700
74,9400
66,9100
62,8300
276,42400
62,9000
66,9000
62,7701
276,29300
62,9000
1065,135400
1065,130800
75,13300
62,12700
62,9300
62,8700
107,15100
62,8300
86,14300
102,25600
74,12700
74,11100
66,10100
62,9100
222,31500
62,9500
66,9700
62,9100
222,29000
62,8900
1120,141201
1210,180101
62,12100
243,62200
1210,138501
62,10300
1210,218101
153,23700
62,10800
212,26900
62,10601
212,25300
62,39700
80,13400
80,10700
80,10600
80,10000
80,9400
80,9500
137,17300
62,8301
59,9400
62,9000
137,19300
62,7800
167,23500
156,20300
212,28500
212,26400
212,25201
201,27000
587,76600
62,9700
84,12700
100,14300
74,10501
74,9500
66,8800
62,8100
220,28800
62,9200
66,8600
62,8100
220,26800
62,8500
1210,184301
1030,154000
62,14300
68,10800
62,8200
244,47300
62,12400
1120,126101
62,10600
1210,182101
290,96400
137,21000
62,8800
62,12001
75,10500
62,50900
244,32600
62,8900
137,19000
62,7700
475,59401
62,9300
139,18300
62,8400
1210,145101
1210,151300
940,204900
62,12400
461,114500
62,10500
131,21901
62,9200
62,7800
62,7900
62,7300
62,13300
62,7600
62,7600
62,7500
62,10500
62,7000
62,7000
354,50001
139,16900
62,7400
74,10400
66,8000
62,7900
177,25700
62,8600
1210,113001
1210,244501
1210,229801
850,195701
1210,292001
1210,236101
1210,240101
1210,178701
760,121900
1120,739304
62,29300
62,11000
1120,200901
1120,153201
62,13500
1120,350602
1210,180601
1030,193301
62,13200
1210,483003
1030,193800
62,30900
1210,191301
1030,618203
62,74400
1120,230101
1210,182201
1030,127800
62,12700
1120,113800
1210,120601
1030,191101
62,11600
1120,119100
1120,107000
62,11400
1120,107201
1120,116600
62,11800
1120,107500
1120,99301
62,9900
1120,141100
1120,100701
62,11800
1120,106101
1210,109500
1030,93901
62,11200
1210,107300
1030,88801
62,9600
1210,113900
1030,115401
62,18101
1210,147600
1030,114200
62,10300
1120,687303
1120,136500
62,15800
1120,114101
1120,116901
62,10000
1120,127100
1120,125901
62,10500
1120,130901
1120,110200
62,11200
1120,176201
1120,127801
62,9900
1120,121001
1120,124400
62,11400
1120,161501
1120,153001
62,13900
1120,232101
1210,169901
1030,149301
62,12800
1120,193201
1120,232901
62,16800
1120,147600
1120,132001
62,10000
1210,133301
1030,156401
62,12500
1120,124201
1120,123101
62,9800
1120,124300
1120,125201
62,11300
1120,118201
1210,127400
1030,188001
62,11800
1120,119001
1210,134001
1030,117500
62,12300
1120,125700
1120,122501
62,10600
1120,136600
1120,128700
62,10900
1120,124801
1120,124901
62,10100
1120,115600
1120,121301
62,18900
1120,139400
1120,204801
62,12600
1120,126100
1120,106201
62,10600
1120,85100
1120,98701
62,13200
1120,1.44631e+06
1210,174401
1030,95401
62,22000
1210,141001
1030,140000
62,11000
1120,138001
1120,157601
62,18200
1120,249501
1120,129801
62,11600
1120,124101
1210,127700
1030,112101
62,10400
1120,116501
1120,131400
62,12200
1120,106501
1120,117601
62,10300
1120,123500
1120,161901
62,11200
1120,138301
1120,107300
62,10300
1120,116300
1120,115201
62,10000
1120,142701
1120,124900
62,17400
1120,180701
1120,133000
62,10200
1120,96501
1120,95400
62,9901
1120,109100
1120,94301
62,8900
1120,92900
1120,106101
62,16800
1210,143400
1030,123201
62,12900
1120,138101
1120,147201
62,10500
1120,154300
1120,139901
62,12400
1120,163601
1120,141801
62,11000
1120,121901
1210,143400
1030,136401
62,11100
1120,139501
1210,164701
1030,133000
62,12001
1210,164000
1210,143400
1210,141501
850,105101
62,10500
1210,152500
1030,126301
62,23801
1120,166300
1210,178301
1030,127401
62,11200
1120,136701
1120,179301
62,12200
1120,186201
1120,260801
62,47800
1120,417402
1120,232001
62,12100
1210,158101
1030,274901
62,25500
1210,232602
1030,137800
62,10700
1120,151300
1210,198501
1210,260601
940,208201
62,15000
1210,257002
1030,327001
62,14000
1210,165801
1210,135800
940,131301
62,11800
74,13700
74,10200
62,9400
222,45501
170,31400
230,47000
234,29000
74,11601
74,9400
62,9000
302,45900
190,22400
310,42500
246,31400
62,11000
62,9000
1210,140900
1210,123701
1210,112601
1210,106100
1210,175201
1210,133501
1210,138501
1210,171800
1210,170701
1210,139901
1210,146001
1210,3.58582e+06
1210,191201
1210,144001
1210,147700
1210,135400
1210,149001
1210,232501
1210,148200
1210,139701
1210,139401
1210,137100
1210,189700
1210,142001
1210,163401
1210,132801
1210,139700
60,11700
62,10900
62,8900
62,7600
1120,128301
1120,123400
62,10300
1120,121501
1210,150701
1210,140300
1210,138001
1210,133201
1210,155101
1210,139901
1210,132000
1210,150001
1210,157101
1210,4.07482e+06
1210,194001
1210,177901
1210,139501
1210,134800
1210,147200
1210,222701
1050,136601
62,18000
62,11000
1120,149801
1210,135000
1210,207301
1210,142300
850,103801
62,11200
1210,134601
1030,113300
62,13200
1210,139800
1210,133601
940,109200
62,10700
1120,141300
1120,130800
62,11300
1210,135701
1210,131401
940,107600
62,11100
1120,133401
1210,129401
1210,195301
940,108600
62,41100
1210,137001
1030,116301
62,13700
1120,127701
1120,128100
62,10700
1120,136701
1120,127301
62,20600
1120,148300
1120,136100
62,10900
1210,141401
1030,124901
62,11500
1120,139700
62,11800
1120,139400
62,10400
1210,184301
1210,161401
1210,142701
1210,143801
1210,459903
1210,232901
1210,204901
1210,250402
1210,189901
1210,197101
1210,188001
1210,241401
1210,237001
1210,174201
1210,184601
1210,251102
1210,154100
1210,144001
1210,136201
1210,150701
1210,182801
62,13300
1210,176301
1210,165901
1210,180700
1210,158200
1210,152301
1210,213601
1210,144101
1210,143101
1210,140400
1210,153700
1210,152301
1210,196501
1210,151101
1210,255901
1210,151001
1210,142401
1210,141501
1210,148800
1210,142301
1210,208201
1210,139601
1210,133601
1209,135100
62,15200
1210,185900
1210,156401
1210,144501
1210,140601
1210,137000
1210,176401
1210,217901
1210,281301
1210,221901
62,15100
1210,235601
1210,306402
1210,151501
63,10800
62,9900
63,8300
62,9500
62,7500
1210,140801
1210,142001
1210,136700
1210,144401
1210,142501
1210,226201
1210,200100
930,120000
62,11900
62,12400
62,8400
1210,137000
1210,141701
1210,133101
1210,185101
1210,148300
1210,185701
1210,146101
1210,142001
1210,190001
1210,140401
1210,137100
1210,140001
1210,140201
1210,137100
172,28200
62,15600
62,8700
1120,158301
1120,124000
62,12100
1210,134500
1210,132801
1210,137400
1210,147200
1210,206401
1210,131401
1210,135201
1210,142001
1210,270701
1210,204001
1210,134201
1210,141200
1210,132601
1210,135201
1210,132701
1210,147200
1050,122201
62,14500
62,9500
62,7800
1120,125301
1120,128701
62,11900
1210,141500
1030,134001
62,12600
1120,126101
1120,124801
62,10700
1120,123600
1120,137301
62,13700
1210,133801
1210,139401
1210,139400
1210,140501
1210,136701
670,97000
62,17800
1210,145501
1210,133500
1210,131101
1210,141801
760,92000
62,25101
1210,239001
1210,140300
940,139700
62,15500
1210,157901
1210,132400
940,104901
62,11400
1210,134301
1210,133100
1210,135001
1210,219301
760,91901
62,12700
1210,133100
1210,137201
1210,138201
1210,132100
1210,196501
1210,138200
1210,137301
1210,136901
1210,147800
310,42600
62,10500
1120,139500
1210,138400
1030,118401
62,15500
1120,153000
1120,1.10476e+07
1120,476403
62,104601
1120,200201
1120,136900
62,11201
1120,133000
1120,230401
62,13100
1120,138501
1120,126401
62,12700
1120,129400
62,11500
1210,198001
1210,303602
1210,219001
1210,219501
1210,208601
1210,257802
1210,151401
490,63600
62,11300
1210,137501
1210,135800
1210,141301
1210,240901
1210,144801
1210,153600
1210,138701
1210,140401
1210,135001
1210,197201
1210,143400
1210,133101
1210,138201
262,37200
62,14500
62,8600
1120,130201
1120,125500
62,19900
1120,131800
1120,127201
62,11000
1120,124701
1120,126300
62,12101
1120,128000
1120,123001
62,12600
1120,220801
1120,134201
62,11700
1120,120200
1120,125400
62,10200
1120,130001
1120,138701
62,13000
1210,200801
1030,122200
62,11801
1120,142600
1210,137101
1030,115501
62,10800
1210,137300
1030,154201
62,30400
1120,126701
1120,129901
62,12300
1120,160901
1210,233301
1030,230101
62,12100
1210,147001
1030,118700
62,13501
1120,177700
1120,136001
62,12500
1120,135301
1120,153601
62,13600
1120,133200
1120,126301
62,12800
1210,148801
1030,119701
62,10900
1210,135300
1030,141701
62,14700
1210,141501
1030,125001
62,10500
1210,136700
1030,141500
62,11400
1120,139401
1120,184601
62,14900
1120,135001
1120,126900
62,10500
1120,125200
1120,195701
62,13100
1120,127201
1120,143101
62,13300
1210,136901
1030,120800
62,12100
1210,134601
1030,118201
62,12200
1120,123700
1120,202001
62,17500
1210,146100
1030,115801
62,11800
1120,125601
1120,128200
62,12200
1210,128301
1030,144101
62,37201
1210,160701
1030,116800
62,10400
1120,126901
1210,148901
1030,119100
62,12200
1120,148301
62,40401
1210,159600
1030,129001
62,12000
1210,149201
1030,134001
62,13500
1210,151401
1030,265101
62,11700
1120,197901
1120,231201
62,12900
1120,137601
1120,149001
62,43800
1210,146701
1030,122100
62,11801
1120,132200
1120,128101
62,10500
1210,139001
1030,299301
62,13300
1120,150900
1120,153301
62,14400
1210,171500
1210,203001
940,139901
62,232501
1120,160101
1120,160401
62,11000
1120,172101
1120,149101
62,15100
1120,153401
1120,155701
62,12900
1210,183101
1030,180101
62,20700
1120,198201
1120,169201
62,14500
1120,158301
1120,172701
62,16600
1210,207001
1030,156001
62,17400
1120,180001
1120,172801
62,13300
1120,172701
1210,201901
1030,161401
62,15000
1120,142901
1210,138200
1030,136101
62,29800
1120,206001
1120,143201
62,13900
1120,146001
1120,154901
62,14900
1120,182601
1210,163901
1030,134900
62,14700
1120,148100
1210,142801
1030,172101
62,20300
1120,167301
1120,284801
62,13700
1120,193401
1120,318302
62,82600
1120,477202
1210,548002
1030,140201
62,26000
1120,151501
1210,148801
1030,151201
62,12400
1210,157401
1030,133100
62,12800
1120,131101
1120,133901
62,14700
1120,144001
1120,223901
62,13000
1120,134201
1210,153200
1030,150900
62,18500
1120,202601
1120,220802
62,20800
1120,222901
1120,210001
62,14800
1120,286302
1210,174901
1210,149101
940,116700
62,13000
1120,128001
1120,138001
62,14700
1120,154901
1120,133300
62,10600
1120,128001
1120,139201
62,16200
1120,134701
1120,134400
62,14900
1120,158900
1210,138901
1030,121401
62,10900
1120,130400
1120,140500
62,16100
1120,133601
1120,145301
62,16100
1120,137001
1210,140800
1030,116601
62,10900
1120,130601
62,17000
1120,155201
1120,151201
62,11500
1120,135300
1120,137500
62,14200
1210,147301
1030,118701
62,12600
1210,163901
1030,143700
62,11500
1120,126800
1120,128901
62,17800
1120,135801
1210,140600
1210,134300
940,136801
62,13200
1120,131301
1120,131600
62,10601
1120,128500
1210,143801
1030,127101
62,13200
1120,128700
1210,157301
1030,129301
62,14800
1120,131101
1120,129300
62,15700
1120,137200
1120,136201
62,13100
1120,142401
1210,137801
1030,132100
62,14700
1120,133900
1120,128501
62,15400
1120,135301
1120,144400
62,13600
1210,139600
1210,146701
1210,144401
1210,133901
1210,169300
1210,163800
1210,143901
1210,136501
1210,146001
1210,147500
1210,136901
130,41200
62,14200
1120,135100
1210,135501
1210,135801
1210,135900
850,109701
62,14400
1210,150701
1210,163801
1210,142301
1210,144800
1210,137501
1210,136001
1210,307601
1210,148301
1210,135501
1210,151201
1210,145400
130,21200
62,11700
1120,129500
1120,140700
62,11300
1120,130501
1120,133501
62,10000
1120,170701
1120,153600
62,16900
1120,173501
1120,134400
62,15800
1120,134900
1120,120801
62,11900
1120,93900
1210,104701
1030,105100
62,15200
1210,140300
1030,104201
62,15400
1120,141301
1210,260401
1030,130101
62,12500
1120,141701
1120,132400
62,14400
1210,143500
1030,117101
62,15000
1210,142901
1030,118300
62,11700
1120,125700
1120,142301
62,12600
1210,146701
1030,117501
62,10400
1210,140400
1030,133001
62,16100
1210,143801
1030,138501
62,10700
1120,124700
1210,153801
1030,124301
62,10100
1120,129801
62,17100
1210,157801
1030,136500
62,11100
1210,139700
1030,112301
62,15200
62,15500
62,9500
62,8500
62,8200
62,9900
62,9100
62,8500
62,7300
1210,141100
1210,140901
1210,163101
1210,145101
1210,137900
1210,139601
1210,283802
1210,160800
1210,144400
1210,146001
1210,144001
1210,140101
352,53300
62,16400
1210,142701
1210,153801
1210,142500
1210,148701
1210,149101
1210,140501
1210,158600
1210,153500
1210,144500
1210,136601
1210,148501
130,25100
62,10700
1120,131501
1120,155600
62,13600
1120,138100
1210,139700
1030,118501
62,15500
1120,122300
1120,136300
62,14000
1120,151801
1120,130601
62,12000
1120,136801
1120,133200
62,11601
1210,136300
1030,119801
62,15300
1210,161001
1030,135601
62,10800
1210,139600
1030,122101
62,15600
1120,130901
1210,140401
1030,132000
62,30001
1120,164100
1210,139701
1030,117201
62,41200
1120,141001
1210,136401
1030,120700
62,14500
1120,135801
1120,135901
62,15000
1120,134701
1210,138500
1030,127601
62,16600
1210,160701
1030,120201
62,10400
1120,132100
1210,148000
1030,127401
62,11000
1120,135601
1210,150301
1210,154100
1210,132601
850,106801
62,16600
1210,147801
1030,117600
62,10600
1120,153701
1210,161801
1030,131701
62,15100
1210,156601
1030,131400
62,18401
1210,157800
1210,163901
940,134101
62,11400
1210,176501
1030,127901
62,14200
1120,129900
1120,131301
62,16900
1210,169801
1030,119001
62,10600
1120,126801
1210,142500
1030,127401
62,14700
1120,132201
1210,150901
1030,132700
62,15801
1120,133100
1120,133201
62,10500
1120,149001
1210,141100
1030,150700
62,16100
1120,138600
1120,150901
62,17400
1210,165501
1030,138301
62,10600
1210,147601
1030,174600
62,16100
1120,157900
1210,199500
1030,148600
62,16801
1120,147700
62,10300
1210,168501
1030,141801
62,15100
1120,147501
1210,153701
1030,135400
62,17400
1210,200101
1030,134900
62,12100
1210,152401
1030,145101
62,19800
1210,185801
1030,174301
62,15200
1120,175201
1210,182401
1030,151201
62,13400
1210,175701
1030,173201
62,19900
1120,174001
1210,185301
1030,156201
62,18000
1210,184101
1030,184601
62,14800
1120,144701
1120,148500
62,15400
1120,136300
62,10600
1210,139101
1030,141301
62,16500
1210,205301
1210,164301
940,132101
62,13300
1120,145300
1120,164400
62,12401
1120,186100
1210,148901
1030,1.11868e+07
62,46301
1120,196201
1210,198201
1210,160301
940,125800
62,13400
1120,133301
62,10500
1210,136001
1030,134701
62,14900
1120,154100
1120,132000
62,11500
1210,136001
1030,128201
62,14500
1120,131300
1120,133500
62,17500
1120,155401
1210,158801
1030,118401
62,10600
1210,142800
1030,126900
62,14900
1120,133001
62,12100
1210,154001
1210,147201
1210,149301
1210,135600
1210,149401
1210,160001
580,85400
62,12300
1210,141501
1030,133201
62,14600
1210,157601
1210,138601
1210,135500
1210,165801
1210,146801
1210,133901
1210,144800
1210,143700
1210,140401
1210,167001
1210,148901
130,21700
62,11600
1120,129301
1120,133900
62,14901
1120,134300
1120,125701
62,11000
1120,146901
1120,138000
62,16000
1120,134200
1120,124701
62,15200
1120,135701
1120,140901
62,11800
1210,153900
1030,157901
62,17400
1120,143100
1120,135101
62,11100
1210,141401
1030,132100
62,14900
1120,154200
1120,131100
62,16400
1210,193301
1030,189201
62,20701
1210,202101
1030,247601
62,21400
1120,189601
1120,144201
62,13500
1120,129201
1210,160900
1030,133000
62,15200
1120,135401
1120,142301
62,17500
1120,135701
1210,154601
1030,141200
62,12100
1210,137501
1030,135501
62,15400
1210,150201
1030,116200
62,17601
1210,148800
1030,132001
62,12300
1120,127301
1210,145100
1030,126100
62,14900
1120,137501
1210,138401
1030,144301
62,17800
1120,136000
1120,129701
62,10900
1120,130101
1210,153301
1030,126000
62,11100
1210,163801
1030,125401
62,16300
1120,132601
1210,140401
1030,118700
62,15400
1210,146801
1030,133901
62,12300
1120,131001
1210,147100
1030,129200
62,13100
1120,129001
1210,139301
1030,129800
62,28101
1120,133200
1210,137401
1030,124301
62,14600
1210,147001
1030,112800
62,12100
1120,126501
1210,167001
1030,129201
62,11000
1210,144700
1030,128701
62,16300
1210,141701
1030,131001
62,13200
1120,179601
1120,137000
62,14800
1120,133100
1210,136201
1030,130901
62,16600
1210,151501
1030,137600
62,11600
1210,143701
1030,131001
62,15500
1210,140901
1030,121300
62,17900
1210,140700
1210,138901
940,113501
62,10700
1210,136600
1210,147400
1210,147001
850,129701
1210,166501
1030,132500
62,14601
1210,145500
1210,138501
1210,146901
1210,143901
1210,205401
1210,148600
1210,147200
1210,144301
1210,133501
1210,177401
1210,147200
1210,138700
1210,150801
1210,146801
1210,140001
82,20900
62,14200
62,316301
1120,140600
1120,133501
62,10700
1120,128501
1120,127500
62,17400
1210,166400
1030,121001
62,11100
1120,123801
1120,137200
62,15000
1120,132100
1120,128801
62,12100
1210,134901
1030,131800
62,15000
1210,145100
1030,162401
62,15900
1210,145100
1030,138401
62,13400
1210,158201
1030,140901
62,15300
1210,154501
1030,133100
62,11700
1120,147601
1120,186501
62,20601
1120,147100
1210,142601
1030,123401
62,16000
1120,136001
1120,128500
62,12500
1120,149701
1120,138201
62,14700
1120,140401
1210,142300
1030,123101
62,15900
1120,136701
1120,198801
62,13200
1210,135301
1030,130101
62,15300
1120,134000
1210,135501
1030,131301
62,15300
1210,215801
1030,124601
62,12100
1210,129600
1030,141300
62,15000
1210,164101
1030,141901
62,14900
1210,237901
1030,143701
62,16500
1210,160201
1030,136001
62,16000
1210,212401
1030,150301
62,11000
1120,154901
1120,182401
62,19600
1210,167701
1210,200801
940,124401
62,15800
1210,162401
1030,138100
62,13400
1120,142601
1210,163801
1210,223801
940,154701
62,15200
1120,175101
62,17100
1120,176201
1210,227101
1210,190501
940,150501
1210,182901
1030,161201
62,13300
62,11700
1210,231001
1030,160401
62,19000
1120,192900
1120,171501
62,13100
1120,153201
1210,231901
1030,147700
62,11900
1210,211301
1030,129600
62,24900
1120,173501
62,14700
1210,151601
1030,140301
62,14400
1120,157501
1120,148401
62,12500
1210,144400
1030,159400
62,14701
1210,141300
1030,117601
62,10600
1120,139401
62,16300
1210,169701
1210,260401
1210,257801
1210,179701
1210,221401
1210,440702
1210,295801
1210,387701
1210,153701
1210,141001
1210,155601
1210,163801
1210,139500
1210,146800
172,31400
62,10901
62,9200
1210,142100
1210,139501
1210,142901
1210,161501
1210,136100
1210,147301
1210,142601
1210,136501
1210,136400
1210,156901
220,38600
62,13000
1210,135000
1210,128801
940,117101
62,15100
1120,127600
1120,137601
62,15600
1120,218101
1210,140401
1030,117801
62,12200
1210,134700
1030,126500
62,14700
1210,260702
1210,172001
940,115300
1120,133201
62,10800
1210,138901
1030,119500
62,17401
1210,157900
1030,154801
62,10700
1210,137101
1030,130501
62,16200
1210,143301
1030,117800
62,11000
1210,191101
1030,168300
62,14801
1120,133600
1210,212401
1030,148401
62,17000
1210,163301
1210,136001
940,104300
62,15900
1210,137400
1210,139501
940,105400
62,15400
1120,149600
62,12901
1210,133000
1030,118301
62,11500
1210,135701
1030,127400
62,14300
1210,145100
1030,118801
62,19500
1210,145001
1030,118401
62,11200
1210,132500
1030,115101
62,17300
1120,133901
1210,132600
1030,180101
62,15901
1210,147200
1030,116801
62,10600
1210,137701
1030,114400
62,17200
1210,150600
1030,167801
62,11300
1210,133201
1030,125301
62,14300
1210,138501
1030,114900
62,12000
1210,138901
1030,353002
62,15300
1210,140301
1210,136700
940,117801
62,14300
1120,143201
62,12700
1120,141901
1120,121800
62,15400
1210,109600
1030,90601
62,10900
1210,102500
1030,100401
62,20600
1120,113201
1120,173300
62,10200
1210,180200
1030,174300
62,16800
1210,218301
1210,279601
940,175101
1120,190201
62,17600
1210,322202
1030,135501
62,16000
1210,144801
1030,120200
62,11800
1120,125801
1120,137801
62,14900
1210,154901
1030,123600
62,10900
1210,133901
1030,128201
62,15700
1210,154301
1030,117700
62,15400
1210,159200
1030,169700
62,11000
1210,134201
1210,135101
940,121900
62,16400
1120,132500
1120,134801
62,24800
1210,178501
1030,153300
62,14100
1210,172701
1210,171801
940,167201
62,21700
1210,175101
1030,151701
62,19500
1210,180600
1030,441802
62,20600
1210,173501
1030,145000
62,19501
1210,185101
1030,174000
62,14500
1120,160600
1210,183600
1030,161500
62,16700
1210,179300
1210,191901
940,116600
62,14900
1120,129501
1210,133801
1030,126500
62,14101
1120,132700
1210,149701
1210,138301
1210,144800
850,107700
62,12500
1210,167001
1030,123701
62,14500
1120,224201
1210,145901
1030,122900
62,15901
1210,147200
1030,112801
62,12500
1120,126301
1120,208901
62,12500
1210,132501
1030,117500
62,10500
1120,139701
1210,138201
1210,155601
940,140500
62,17400
1120,133100
1210,138401
1030,119901
62,10800
1210,131400
1030,124001
62,13600
1120,192201
1120,126701
62,16100
1210,143701
1210,134500
1210,138800
1210,132001
1210,165001
1210,138201
1210,136100
1210,145901
1210,141301
1210,131000
1210,181200
1210,139100
1210,140501
1210,133001
1210,141000
82,17001
62,10800
1120,141800
62,12200
1120,187701
1120,135401
62,14600
1120,129201
1120,127501
62,10400
1120,130800
1210,141901
1210,199301
1210,136601
850,108700
62,15900
1120,131300
1210,133001
1030,116101
62,14900
1120,201601
1210,139401
1030,115100
62,15500
1210,140501
1030,116201
62,11900
1210,135400
1030,191101
62,15700
1120,137900
1120,122201
62,10900
1210,132101
1030,127100
62,16200
1210,158100
1030,140200
62,12000
1210,146601
1030,140901
62,15400
1210,153401
1030,131501
62,17700
1210,365702
1030,191901
62,11500
1210,140000
1030,149500
62,14500
1210,241101
1030,166900
62,13000
1120,123900
1120,136901
62,15100
1120,133801
1120,132600
62,12300
1210,169201
1030,128100
62,11100
1120,132800
1210,143501
1030,179601
62,12000
1210,269901
1030,120200
62,12500
1210,143301
1030,135501
62,11200
1210,193101
1030,165701
62,16500
1120,160201
1210,154900
1030,126900
62,12200
1210,160601
1030,162901
62,12400
1210,150101
1030,136501
62,15600
1120,151801
1210,147000
1030,139301
62,12900
1210,187801
1030,136501
62,11500
1120,144901
1120,136000
62,17501
1120,156600
62,13101
1210,224601
1030,137500
62,15600
1210,162801
1210,178900
940,142201
1210,215601
1030,155701
1120,177801
1120,159201
62,12500
62,107501
1210,270001
1210,218101
1210,185101
1210,169901
1210,184801
1210,296901
1210,165900
1210,227302
1210,173801
1210,256201
1210,162201
1210,165901
1210,171000
1210,145400
172,35500
62,14900
62,11700
62,11300
1210,165801
1030,150901
62,10400
1120,126300
1120,146201
62,14300
1120,138801
1120,185901
62,22800
1120,139001
1120,156601
62,11000
1210,153001
1210,176801
940,423702
62,37501
1210,275601
1030,319401
62,19800
1210,177201
1210,147901
940,113200
62,10400
1120,127501
1120,172001
62,16600
1120,133201
1120,128400
62,10200
1120,136100
1210,144401
1030,120901
62,13200
1120,147701
1210,146300
1030,124600
62,11800
1210,134701
1210,150301
940,117000
62,10600
1120,151201
62,39800
1210,156201
1030,133001
62,17000
1210,142801
1210,2.32771e+06
1210,280501
1210,150101
760,93101
62,10400
1120,127300
1120,140100
62,14300
1120,164001
1210,140701
1210,134701
