pkt大小(Byte),用时(ns)
1120,32100
62,9500
1120,136500
62,14400
1120,50300
62,9100
1210,145400
1030,222300
62,28400
1120,231900
62,10500
1120,191400
62,20500
1120,2.5908e+06
62,39200
1120,155100
62,10600
1120,137600
62,9600
1120,120400
62,25600
1120,143900
62,10400
1120,131600
62,9900
1120,126300
62,11000
1120,111700
62,10000
1120,114600
62,9900
1120,123400
62,38400
1120,105600
62,10899
1120,109400
62,9800
1210,107400
1030,110800
62,11400
1120,122900
62,11500
1210,124800
1030,123700
62,19800
1120,139200
62,10500
1120,91900
62,11100
1120,79900
62,9400
1210,84400
1030,71900
62,9900
1210,76100
1030,84600
62,11600
1120,191600
62,10700
1120,88200
62,9000
1120,77200
62,10300
1120,121699
62,17700
1120,146000
62,10500
1120,129400
62,11800
1210,128200
1030,125400
62,11100
1120,123000
62,9900
1210,125200
1030,160800
62,13500
1120,164800
62,10600
1120,234700
62,14700
1210,388200
1030,269400
62,26800
1210,256300
1030,153500
62,16300
1120,245100
62,10700
1120,97200
62,10700
903,76000
62,9900
62,9600
62,7700
100,16300
78,13800
100,15800
78,12000
174,21200
74,12000
100,13300
66,9500
62,8200
185,36000
62,8300
80,12500
80,11800
80,11100
80,10100
80,9600
80,9400
1210,232800
196,39200
62,11400
167,26800
156,20800
82,11500
212,28400
212,24899
212,24100
201,78700
82,15400
178,19800
74,12300
74,10900
66,10100
62,9400
290,47800
62,9700
66,9100
62,8200
254,30900
62,8800
1120,158900
62,11300
1120,150700
62,11400
501,85600
62,9700
1120,177000
62,25600
1120,137400
62,10200
1120,146800
62,11200
1120,135800
62,10000
931,146600
62,10000
62,8700
62,7600
62,6500
90,14600
90,11600
172,25800
74,10900
74,9100
92,13800
74,10400
92,34700
66,37600
62,22900
66,8600
62,7600
174,24000
74,11800
74,10300
66,8800
62,8300
226,32400
226,28600
62,8400
62,7400
226,28200
62,8200
1132,136600
62,10900
1132,186500
62,11200
1082,139600
62,12300
1132,160099
62,10500
1210,197300
180,22900
62,8400
1132,125500
62,21000
228,36500
62,13200
1132,147700
62,10900
1082,121300
62,9900
1132,134300
62,12400
1132,253500
62,12900
258,36400
62,8800
1132,127300
62,10900
228,30600
62,9000
1132,159500
62,11600
1082,131800
62,10000
1132,138100
62,9700
1210,226100
180,32600
62,12800
228,35500
62,10400
66,9000
62,8700
228,31400
62,8400
66,9100
62,7700
228,28300
62,8700
153,20100
62,8800
153,20500
62,8200
75,10000
62,7400
267,30200
62,7600
153,17100
62,7400
1132,126900
62,19300
1210,161300
1004,116200
62,44800
1210,150000
1054,269900
62,13000
258,41900
62,9700
1132,135500
62,13200
228,36400
62,9600
1132,181900
62,12900
1082,147200
62,12100
1132,137000
62,10100
1210,213700
180,25900
62,9400
228,31400
62,10300
1132,138000
62,10500
1132,206399
62,10700
1132,129200
62,9900
1132,131600
62,114800
1132,793099
62,40200
1132,229600
62,12900
1132,187400
62,14300
1132,190900
62,11700
1132,258000
62,12200
1132,182200
62,32900
1132,182800
62,11400
958,139900
62,9900
1132,149499
62,14500
1132,218300
62,12400
1132,128300
62,10100
1132,288100
62,23200
1132,470300
62,16200
1132,153800
62,21000
1132,151100
62,10800
1132,155600
62,10200
1132,127200
62,12100
1132,234599
62,11300
1210,145700
1054,131700
62,53400
1132,199400
62,12300
1132,152799
62,10700
1132,132700
62,12200
1132,477400
62,15700
1132,133200
62,10100
1132,127700
62,10300
1132,129200
62,12200
153,25400
62,9400
203,25300
62,8100
153,19100
62,12200
1210,177700
1054,123200
62,12000
1210,135900
1210,134200
831,96100
62,10300
320,39999
62,9200
62,8100
62,8500
62,7600
62,9100
62,7900
74,12500
74,18400
62,11700
222,29900
170,21500
230,29500
234,28700
74,12200
74,11400
62,9600
300,44400
190,23700
310,43200
246,32700
62,10400
62,8800
100,14400
84,14200
100,14800
74,11100
66,9800
62,8900
184,32700
62,9600
100,14300
274,47700
62,22500
62,14800
62,11600
100,15300
183,34800
183,24500
183,22800
183,21700
183,23200
183,19400
100,13100
79,13000
100,12200
79,10800
100,11700
139,20400
100,14200
100,19100
100,11500
100,11100
80,11800
80,10200
80,10600
80,11000
80,10100
80,9200
167,39500
156,24099
100,15600
212,31200
212,28500
212,46400
201,39500
100,19400
62,14300
62,10300
62,9400
62,9800
62,11500
62,9200
62,10400
62,9100
100,13300
84,15200
154,25900
100,13800
100,13300
100,12700
74,11600
100,12700
66,11000
62,9100
173,32200
62,9500
100,13300
1210,182199
184,35700
62,17300
62,9900
74,12600
74,10900
62,11700
222,29600
170,22500
230,29900
234,28600
74,12300
74,11000
62,9400
300,43500
190,23700
310,43400
110,16800
62,9000
62,8500
100,13700
77,11200
141,17000
74,10900
74,10200
100,13500
66,9500
66,9600
62,8500
62,9500
213,29900
62,11000
213,30000
62,9200
100,13700
1120,142700
62,12100
1120,216600
62,11800
307,50000
62,9600
212,30200
62,8900
1120,127700
62,75300
1120,366400
62,17000
307,96900
62,12300
212,40500
62,9900
137,37700
62,32600
137,22900
62,13400
219,32400
62,8900
1210,135400
348,46200
62,11300
74,12700
74,11000
80,15100
80,11700
80,10700
80,10800
66,10300
62,9600
218,31700
62,9300
66,9900
62,8200
218,28400
62,9600
1210,149900
880,111600
62,38000
212,40100
212,28800
212,27100
201,25200
188,28200
62,9500
1120,133200
62,10800
972,120600
62,9900
188,26600
62,10000
113,14900
62,7700
310,38600
62,8800
113,14300
62,7500
274,35200
62,8400
1120,149500
62,10700
1120,121900
62,9300
714,77400
62,10800
1120,164300
62,10100
1120,129600
62,9500
1120,206300
62,18300
1120,139900
62,11100
1210,134500
83,13600
62,8400
62,8100
62,7200
62,7200
62,6700
100,13500
74,10500
100,11600
66,8700
62,7500
193,31300
62,8000
100,12000
180,28900
62,11200
62,7800
62,8400
62,10200
62,6700
62,7100
62,6900
62,6500
62,6700
62,7600
62,6400
100,12300
100,13500
100,60700
100,14200
100,12400
100,10900
100,12200
100,12100
100,19600
100,12300
100,33400
100,14200
80,12100
80,8800
80,9900
80,10400
80,9600
80,9500
80,8500
80,9200
212,28900
212,25600
212,24900
212,24300
212,23900
212,28200
201,24600
100,13600
100,13900
100,13000
100,11200
78,9800
100,12900
78,9600
174,17200
74,10100
100,13600
66,9200
62,8100
187,30200
62,8700
1120,155200
62,11100
288,68599
62,39500
62,8200
100,13100
74,9700
74,9100
66,24800
66,14200
62,11400
62,9200
213,32400
62,10600
213,28900
62,9600
1120,142200
62,10900
1210,147100
217,58400
62,10700
1210,141300
1210,149700
127,40200
62,12600
212,29600
62,10400
212,29300
62,41000
137,21300
137,20700
62,8900
62,11500
219,28300
62,9300
1115,139900
62,11800
443,62800
62,9600
100,16000
62,8300
62,7100
100,13900
100,11900
74,11200
66,10000
62,8400
201,36500
62,9400
180,28600
62,11200
62,7900
62,8700
100,14800
100,14100
100,11800
100,15200
100,12900
100,12400
100,38500
100,15600
100,12000
100,13200
100,12900
80,13900
80,12200
80,11700
80,10300
80,10100
80,9800
167,25000
156,20500
212,29000
212,26400
212,25100
201,24300
100,16300
100,13000
100,14000
100,13400
74,11000
66,9300
62,8800
176,29800
62,8700
1210,174200
187,38700
62,12599
100,15500
62,8800
100,15000
100,11800
74,11100
74,9800
66,35700
66,12000
62,9500
62,7900
213,30400
62,8800
213,28500
62,8400
1120,149300
62,11100
1210,171200
217,62800
1210,147000
1210,148600
127,19400
62,70800
62,11900
212,29100
212,28700
62,53900
62,9900
137,20600
137,20900
62,77700
62,10900
219,49600
62,13600
1115,168500
62,9700
443,69100
62,8900
100,175000
100,47100
62,16800
62,7600
100,15100
74,13300
66,11500
62,9100
190,45600
62,10500
180,45400
62,11600
62,7800
62,10800
100,13600
100,15600
100,13600
100,15700
100,13000
100,18300
100,13400
100,15200
100,13900
100,11700
100,13000
80,16300
80,13300
80,10700
80,10700
80,10600
80,23700
167,26900
156,20100
212,29700
212,25100
212,25300
201,23400
100,15200
100,12300
100,12500
100,17000
74,10500
66,42200
62,26200
186,34100
62,9000
1120,170700
62,107000
287,240900
62,22200
100,41500
62,12000
100,37500
100,19900
77,25300
141,41100
74,19200
74,11400
66,15000
62,11400
66,15500
62,10800
213,95400
62,16100
213,55500
62,17000
1120,305100
62,21300
1210,319300
217,166099
62,15400
1120,171100
62,17300
212,37000
62,12100
1210,182900
217,154200
62,13400
212,34600
62,9200
137,27300
62,8500
251,40900
62,9400
137,21500
62,8200
1210,282200
380,118600
62,23800
100,15000
100,14100
62,15300
62,7900
100,15900
74,10900
66,9600
62,7900
200,44200
62,10900
1210,287000
1030,269199
1210,301300
1030,202400
1210,376900
1030,282000
62,18300
1210,204000
1210,211600
1210,344499
850,137200
62,13300
62,8900
100,17400
1210,199300
1210,184900
1210,205800
1210,176900
760,115600
1210,178400
1030,152300
1120,450699
1210,185700
1030,154800
1120,201400
62,12300
1210,200100
1030,153300
62,13100
1120,166100
1210,182300
1030,154200
62,12000
62,11200
62,7800
1120,194300
62,11000
1210,176400
1210,177399
940,152900
62,11500
100,16500
1120,167000
62,11100
1210,216700
1210,183500
940,141200
1210,192700
1030,854199
1210,271600
1030,167800
1210,188600
1030,164400
1120,203600
1210,191900
1030,164899
1210,182500
1030,156900
1120,166600
62,17000
1120,176300
62,11900
62,8900
1210,176700
1030,157600
62,11400
1120,172200
62,12200
1120,202300
62,12100
1120,166000
62,10900
1120,163700
62,12200
1210,180599
1030,170500
62,16600
1210,205600
1030,177800
62,12900
1120,174200
62,11300
1210,181700
1030,200899
62,14500
1120,172500
62,11000
1120,173100
62,11000
1120,183900
62,11800
1120,192900
62,13700
1120,164900
62,10200
1210,179800
1030,155100
62,13000
1120,167000
62,10300
1210,196800
1030,159800
62,15600
1120,1.2938e+06
62,15700
1120,185700
62,10900
1210,173500
1030,209400
62,15700
1210,183200
1030,156900
62,12200
1120,179300
62,12000
1120,166700
1120,186300
62,12900
1210,177500
1030,174099
62,15200
1120,182900
62,12400
1120,181300
62,13500
1120,183500
62,12800
1120,208300
62,15000
1120,187900
62,13700
1120,173400
62,13700
1210,183900
1030,156600
62,11800
1210,210700
1030,156499
62,46300
1120,187800
62,12200
1120,172000
62,11800
1120,244599
62,14700
1120,220000
62,15200
1120,206100
62,12300
1120,195500
62,13900
1120,211900
62,13400
1120,210200
62,12900
1120,206100
62,11100
1120,198100
62,44100
1120,371200
62,18100
1120,246900
62,17600
1210,275200
1030,218500
62,16800
1120,178599
62,11700
1210,183100
1030,198100
62,13600
1120,240500
62,14100
1120,198500
62,14300
1120,196500
62,76500
1120,255100
62,13100
1120,185200
62,11200
1120,179200
62,12800
1210,220500
1030,161400
62,11300
1120,173600
62,12000
1120,170500
62,12800
1120,173499
62,10900
1120,187800
62,11000
1120,168900
62,13100
1120,172100
62,11000
1120,181100
62,12000
1120,166800
62,12600
1120,178200
62,14200
1120,198000
62,14800
1120,178500
62,12100
1120,173199
62,13400
1120,205300
62,12100
1120,184700
62,12600
1120,172400
62,12800
1210,187000
1030,156700
62,11600
1120,171500
62,12700
1120,203100
62,14100
1120,172900
62,11600
1120,174000
62,12300
1120,173899
62,13100
1120,197700
62,13700
1120,175800
62,11900
1120,3.6335e+06
62,37200
1210,287099
1030,232700
62,14300
1120,172300
62,10400
1120,170900
62,12400
1120,172800
62,10900
1120,215400
62,12500
1120,162400
62,35500
1210,177400
1030,150700
62,11500
1210,169999
1030,159100
62,13400
1120,240899
62,11400
1210,172700
1030,147700
62,13300
1120,161200
62,10500
1120,157700
62,10600
80,28600
80,13500
80,11900
80,11000
80,10500
80,11200
167,30300
156,22300
212,32100
212,28000
212,28100
201,29900
1120,172000
62,11400
1210,172100
853,123500
62,11100
321,48800
62,19900
1210,154100
1210,89100
940,74200
1210,85700
233,23500
62,19400
197,35700
62,9400
1120,172500
62,10600
1120,160999
1120,176900
62,12500
1120,163900
62,10700
1120,160900
62,10300
1210,171300
1030,151700
62,11700
1120,175000
62,10600
1210,169100
1030,144600
62,12700
1210,171000
1030,148500
62,11300
1120,171900
62,12100
1120,160800
62,10700
1120,156700
62,10600
1120,162200
62,10900
1210,169400
1030,233300
62,31300
1120,174900
62,10500
1120,178400
62,12500
1120,179800
62,11400
1120,196100
62,16200
1210,349799
1030,179400
62,13600
1210,178000
1210,287400
940,137100
1210,211300
1030,204000
62,12900
1120,168000
62,12000
1120,180200
62,15000
1120,170600
62,11300
1120,189200
62,12500
1120,221100
62,17700
1120,205400
62,12800
1210,202100
1030,566399
62,18300
1210,213700
1210,206500
940,156400
62,13200
1120,244800
62,16500
1120,191800
62,13300
1120,185400
62,11900
1120,240499
62,19200
1210,220800
1030,179700
62,11800
1120,186500
62,11000
1120,191700
62,60100
1120,236000
62,14500
1210,223300
1030,189300
62,16700
1210,249200
1030,193599
62,12900
1120,207300
62,12600
1120,219200
62,15300
1120,301500
62,12800
1120,207200
62,12000
1120,205500
62,16500
1120,197000
62,23000
1120,214100
62,10700
1120,172900
62,19700
1120,200400
62,12300
1120,193500
1120,198100
62,13300
1120,182600
62,17000
1120,183900
62,12900
1120,161300
62,11300
1210,174900
1030,195000
62,16000
1120,193900
62,12300
1120,177999
62,11700
1120,205300
62,19000
1120,502700
62,28000
1120,370400
62,104200
1120,334900
62,25600
1120,199899
62,11700
1210,210700
1030,163800
62,15300
1120,178900
62,10900
1120,168700
62,10800
1120,162700
62,10800
1120,191100
62,15300
1120,169500
62,10400
1120,167300
62,10500
1120,158100
62,14500
1120,186199
62,11500
1120,161300
62,9700
1120,158900
62,14800
1120,184200
62,11200
1120,159000
62,10000
1120,188800
62,10900
1120,158200
62,14100
1210,179700
1210,173400
940,130900
62,15000
1120,186400
62,11100
1120,160999
62,10300
1120,157100
62,10100
1210,175900
1030,156200
62,14600
1120,182000
62,11300
1120,159300
62,14800
1120,171400
62,10500
1120,161900
62,10400
1120,161100
62,9900
1120,231700
62,13600
1120,165000
62,10600
1120,159699
62,10600
1120,158400
62,63400
1210,203500
1030,164700
62,11100
1120,158100
62,14800
1210,189400
1030,151800
62,11500
1120,179300
62,11700
1120,158200
62,13900
1210,237500
1030,225499
62,17100
1120,5.3586e+06
62,33000
1120,220600
62,11200
1120,175400
62,10600
1120,166700
62,10700
1120,202600
62,14800
1120,202899
62,13000
1210,177100
1030,156600
62,15000
1210,197200
1030,153500
62,10900
1210,172300
1210,181900
940,144500
62,10600
1120,161400
62,9800
1120,164100
62,15000
1120,171300
62,10600
1120,160099
62,10300
1120,159400
62,13400
1210,195200
1210,172700
1210,170400
1210,171600
1210,181400
1210,203100
1210,220100
1210,181900
1210,181000
1210,206699
220,45000
62,13100
62,10800
1120,172600
62,11000
1120,158300
62,10400
1120,159200
62,14500
1210,177400
1030,148800
62,10900
1210,188200
1210,173400
940,159400
62,14600
1210,190000
1030,148500
62,15200
1120,219300
62,10900
1120,159000
62,10200
1210,170300
1030,151100
62,14800
1120,239600
62,12000
1210,172100
1030,148100
62,14800
1210,180800
1030,148700
62,10500
1210,184200
1210,188399
1210,185700
1210,182300
1210,169900
1210,197100
1210,179900
1210,243000
1210,183100
1210,183600
1210,187700
1210,171300
1210,182299
1210,181400
172,31300
62,9600
62,8100
62,6900
1210,189700
1030,152400
62,14300
80,17300
80,10800
201,30800
201,24800
80,11600
80,10900
201,24500
201,24000
1210,180600
1210,203100
1210,186500
1210,178100
1210,184699
1210,181100
580,90300
62,11000
1210,172100
1210,178500
940,143200
62,11100
1210,174700
1030,197800
62,14800
1210,184400
1210,174400
940,133600
62,14500
1120,171000
62,10400
1210,200500
1210,175300
194,32200
62,14300
196,35400
62,10000
1210,181900
1124,159400
62,11000
62,7600
89,13900
105,15200
95,14200
130,16600
101,14700
174,25000
84,11200
100,23400
100,19500
78,10800
174,23800
74,14800
66,10000
62,8200
214,30200
62,8900
1120,159900
62,12200
1210,146100
672,96100
62,10500
188,25700
62,14300
113,20600
62,9300
189,28700
62,9500
1120,133900
62,41500
529,75999
62,9200
74,11000
66,9800
62,8100
213,28700
62,9200
1120,129100
62,15100
1120,140800
62,9700
307,46600
62,9100
212,28000
62,8200
137,16400
62,10000
219,26200
62,7800
1115,119100
62,20300
507,93600
62,21100
100,18900
100,16200
85,15300
85,11700
101,15100
74,11700
66,9100
62,8700
221,30400
62,8400
690,78000
62,9700
212,25900
62,10900
137,17100
62,7800
98,14100
236,32700
74,11000
66,8600
62,8200
279,39300
62,8500
1132,129900
1132,158300
62,16600
1132,141899
1132,126500
62,14800
1210,172000
1210,134600
976,133900
62,10900
1132,129600
1210,140200
1054,118900
62,10100
1210,167000
1054,119600
62,13500
1132,141700
1132,118400
62,9900
1132,115600
1132,128000
62,16600
1210,146699
1054,116200
62,14800
1132,147500
1132,139200
62,10000
1210,266400
1054,130100
62,13800
1132,132900
1132,126200
62,24800
1132,178200
1210,142600
1054,127600
62,10200
1210,155100
1210,162399
976,179500
1132,141200
62,11000
1210,153700
1054,146300
62,13700
1132,143500
1210,189900
1054,174800
62,15100
1210,155800
1210,137800
1210,221400
1210,219699
820,120100
62,10400
1132,978200
523,86800
62,14300
715,104600
62,10400
275,38200
62,8600
62,7900
115,20000
62,8300
62,29200
62,7700
62,8200
62,10200
62,9200
62,15700
62,13700
62,11900
62,9800
62,8000
62,10700
62,9600
62,8600
74,54700
74,12300
62,13200
221,61200
314,74100
170,33300
314,64700
1210,204400
1210,291200
62,12300
80,13000
322,63700
216,42800
146,21800
190,31200
286,51300
62,14800
134,60100
134,40800
134,18700
134,17000
62,10000
74,17400
66,12000
62,10400
253,49900
62,10700
690,177400
62,16900
212,33600
62,18600
137,20200
62,10800
235,48700
62,9200
219,34500
62,10500
89,24100
121,20200
74,15000
66,10100
62,10500
276,74900
62,13300
81,16300
62,10600
74,11400
66,9200
62,8900
225,33900
62,8900
1210,158200
774,126700
62,12200
188,24900
62,8800
113,15800
62,43600
305,79400
62,10400
1210,159000
1070,136100
62,15100
1164,187100
62,13000
1148,227500
62,15300
1210,151200
469,56800
62,9800
1148,119400
62,10100
1148,119399
62,14600
1148,133400
62,10100
1148,151500
62,10500
1148,213700
62,17700
234,38000
62,9200
1210,142800
1070,126300
62,24300
1148,150000
62,107800
78,40000
62,20100
1148,264600
62,14100
1132,196499
62,12700
1132,426000
62,11300
1132,161700
62,14000
1132,130300
62,10900
1210,131000
1054,131100
62,14600
1210,136600
1054,377700
62,12000
1210,147400
921,130000
62,14400
198,30199
1210,172600
1086,125300
62,10300
1148,129800
62,14400
1132,132100
62,10000
1132,124300
62,9800
1132,202600
62,14800
1132,137800
62,10200
1132,125400
62,9800
1132,126100
62,14100
1132,137000
62,10100
1132,150300
62,11300
1132,129500
62,10200
1210,136499
1054,127400
62,14300
1132,129800
62,10000
1210,136100
188,30700
62,13400
1132,192300
62,10600
1132,126300
62,20000
1132,126600
62,14300
174,29800
62,9500
1132,129500
62,10000
1132,121800
62,10000
1132,649800
174,34500
62,15000
1132,135300
62,10000
1132,125800
62,10400
1132,203300
62,11600
1132,148300
62,13800
1132,162300
62,13500
1132,205500
62,13400
1132,226100
62,28600
1132,216000
62,14400
1132,178600
62,13500
1132,188999
62,19700
1132,172200
62,11300
1132,131700
62,10300
1132,129900
62,10200
1132,133000
62,13600
1132,134800
62,10300
1132,124800
62,10100
1132,217700
62,15400
1132,139200
62,10300
1132,124900
62,9900
1210,131600
1054,125500
62,13700
1132,137799
62,10500
1132,178300
62,10300
1132,122800
62,14500
1132,135900
62,10700
1132,128300
62,10400
1132,128800
62,14900
1210,177500
1054,119800
62,10300
1132,131500
62,25000
1132,142300
62,10100
1132,124800
62,9600
1132,123000
62,9600
1132,148700
1132,183699
62,13200
62,8600
1210,139200
1054,122700
62,14400
1132,140600
62,10100
1132,125500
62,9600
1132,199700
62,14800
1132,139900
62,10000
1132,123200
62,9400
1132,127800
62,9300
1132,242900
62,16100
1210,145000
1054,163000
62,10100
1132,129800
62,14500
1132,142600
62,9900
1132,208000
62,10500
1132,1.3328e+06
62,15000
1210,165199
1054,133200
62,10000
1132,186400
62,30800
1132,129600
62,14200
1132,143100
62,10500
1132,126800
62,9700
1210,131300
1054,131300
62,37500
1210,156500
1054,119400
1132,125900
62,15100
62,12600
1132,133000
62,10300
1132,123799
62,10000
1210,166400
1054,132800
62,13800
1132,133300
62,10300
1132,127700
62,10200
1132,134300
62,13900
1210,139600
1054,136400
62,11500
1210,133400
1210,148000
976,122800
1132,133400
1210,144600
1210,230899
976,112800
62,11000
1210,132100
1054,128100
62,14200
1210,143100
1210,135200
976,136300
62,15000
1132,151700
62,10600
1132,125400
62,9800
1210,136700
1054,129600
62,13900
1132,137000
62,10300
1210,229800
1054,127299
62,13900
1210,138900
1054,116000
62,10100
1132,120800
62,14200
1132,134100
62,12500
1210,139600
1054,117900
62,14900
1210,140200
1210,136500
1210,132900
898,113900
1210,209700
1054,119200
62,10200
1210,133500
1210,140099
976,119400
62,10000
1132,126300
62,10100
1210,204500
1054,134600
62,14100
1132,129100
62,9800
1132,126300
62,14200
1132,137900
62,10000
1210,159800
1054,130600
62,14500
1210,142300
1054,112300
62,9600
1132,123100
62,10100
1210,133799
1054,132000
62,13400
1210,205600
1210,139600
976,120100
62,13500
1210,136100
1054,118000
62,9400
1132,125800
62,13900
1132,153000
62,10100
1210,136500
1210,135700
976,121800
62,13400
1210,139400
1054,121799
62,47600
1210,154800
1210,146000
1210,143700
616,73700
62,13800
89,19900
168,26300
84,13100
74,10900
84,11400
72,10400
72,9400
66,10100
62,8300
195,26000
62,8600
873,138000
62,11500
108,15700
62,12700
100,17800
153,20100
62,8400
227,30300
62,8500
1210,126100
1210,131600
62,13600
62,8100
227,39900
62,9200
100,13500
203,35600
62,10600
62,9100
62,8300
62,8000
62,8300
100,15900
74,10800
100,13700
66,9700
62,8000
227,28400
62,8700
873,187800
62,18200
108,24900
62,15600
153,26400
62,11200
323,49300
62,8900
100,13000
1210,128500
1210,129100
1210,134500
1210,155600
760,106200
62,10400
1120,116000
62,13900
1120,123600
62,9600
100,15800
1120,142900
62,9600
1120,117200
62,9000
1120,117700
62,15400
1120,127100
62,10100
1120,122300
62,9600
1120,152299
62,14600
1120,123800
62,9300
1120,116400
62,14000
1120,260100
62,16200
1210,143900
1030,115500
62,9900
1120,150600
62,12700
1120,135100
62,13800
1120,192200
62,10800
1120,142200
62,9900
1120,152400
62,15100
1120,151899
62,10000
1120,121000
62,9600
1120,125000
62,9500
1120,251600
62,13400
1120,126100
62,9800
1120,117500
62,9600
1120,124800
62,14200
1210,136700
1030,130400
62,11100
1120,305500
62,13600
1120,129800
62,9700
1120,118400
62,9400
1120,118199
62,9800
1210,215000
1030,120500
62,13000
1120,142800
62,11900
1210,137200
1030,213200
62,13700
1120,202800
62,10300
1120,139200
62,10000
1120,128400
62,14100
1120,142100
62,37000
1120,133600
62,9500
1120,246499
62,15500
1120,135000
62,9700
1120,133000
62,9900
1120,129000
62,14200
1120,137600
62,10000
1120,200500
62,10300
1210,142200
1030,133700
62,15100
1120,145200
62,9500
1120,147200
62,10200
1120,232700
62,16200
1120,188399
62,11100
1120,214900
62,10100
1120,132900
62,9800
1120,143500
62,17700
1120,154600
62,10400
1120,148100
62,11300
1210,150300
1210,162500
1210,163800
1210,209600
1210,1.9087e+06
670,103800
62,10600
1210,173800
1210,143699
1210,146800
1210,370300
1210,162500
1210,171000
1210,162600
1210,151500
1210,171500
1210,143500
1210,150600
1210,143100
1210,155400
1210,199699
1210,155400
1210,222600
1210,211800
1210,213900
1210,512900
1210,320100
1210,173299
1210,147200
1210,150000
1210,154300
1210,143100
1210,205000
1210,145300
1210,136500
1210,133700
1210,144900
1210,151200
1210,162400
1210,148599
1210,153600
1210,136200
