pkt大小(Byte),用时(ns)
1130,138700
1130,163800
1130,153299
1130,138300
1130,136300
1130,138100
1130,138300
72,13000
72,9300
72,8600
1130,130900
1130,133600
1130,162300
1130,138500
1130,134600
1130,6.6202e+06
1130,180200
72,13600
1130,134300
1130,142000
1130,137900
1130,141500
1130,167000
470,64200
1130,136200
1130,132800
1130,135400
1130,136700
1130,138800
72,12200
72,26500
1130,155399
1130,137300
275,41100
72,11800
444,58200
62,11300
298,50400
1130,135400
1130,4.1675e+06
1086,149300
1130,143900
1130,136200
1086,130400
1130,138200
1130,131200
1086,129200
1130,176900
348,52000
72,11400
72,9400
431,47800
296,40500
352,43700
72,10700
62,9100
431,38600
298,37700
1130,127700
1130,128700
1086,124800
1130,141100
1130,143800
308,40200
72,12000
442,42600
297,39500
1130,128700
1130,129400
1086,124700
89,16600
72,10300
72,9400
443,41900
297,39400
1130,151500
82,14600
72,11700
431,40999
299,41500
1130,133400
1130,131200
1086,129500
1130,228100
1130,173100
1086,151800
1130,154200
1130,164400
206,38700
72,29900
72,11000
455,89000
298,84000
1130,234000
1130,173799
1086,148900
1130,168100
1130,146500
1086,183500
1130,157000
1130,165500
1086,142600
1130,164700
1130,173500
1086,162600
1130,149899
1130,148400
1086,2.743e+06
1130,198500
1130,186200
1086,146500
1130,166700
976,141300
72,17100
72,10600
72,11900
83,21400
68,15400
67,11999
68,9400
67,9700
68,14500
67,10700
81,21200
143,35300
84,19000
377,68500
83,17700
227,55100
98,21900
98,14200
98,12900
78,14800
74,11700
72,11200
657,208500
263,74600
62,12500
1130,312200
116,33300
142,28700
78,12500
72,11200
408,75200
240,37900
234,29800
289,42000
72,11400
83,16000
62,9600
72,9000
62,7200
78,12200
74,32200
72,13000
522,208000
62,24600
1130,214200
142,42100
1130,188800
1130,204700
72,49400
72,20900
300,164400
72,21200
163,74000
289,123000
72,17300
62,15800
72,12100
72,13000
62,12500
62,16000
72,16700
72,13400
74,24100
62,28399
70,17700
72,16100
467,168700
62,20500
299,93700
1130,252500
1130,149500
72,15200
1130,137900
1130,138700
1130,134100
1130,154900
72,14500
1130,165300
1130,132300
998,118600
177,25400
72,11600
454,53899
296,66400
1130,151100
1130,165000
1086,129700
1130,173400
72,13200
72,10200
1130,130800
1130,130000
220,32800
72,12100
83,16300
78,12900
74,11700
72,10100
576,69100
146,43900
62,11500
1130,132600
463,53900
72,12900
78,13700
72,10500
62,9100
74,12300
62,8300
72,10800
72,9400
564,60100
62,10100
692,92600
544,57200
78,13799
74,12300
72,10500
545,53800
62,12500
62,9800
1130,131800
142,30900
1130,208399
72,19100
1130,187400
72,15400
72,11100
1130,154200
1130,177800
72,14500
364,53400
72,12400
430,67400
308,45700
72,12100
1130,151000
142,29400
1130,167500
72,13800
72,10700
142,21800
127,19800
72,14900
256,34300
289,40900
72,11200
62,9300
72,9700
62,8200
72,9200
72,9100
72,9000
62,8100
62,7800
78,12800
74,12000
72,10500
211,31900
184,26800
109,16700
62,10000
101,17499
107,17100
107,16000
102,15800
99,14900
93,15300
95,16300
93,13500
149,20100
95,15100
827,108500
95,15000
97,15300
93,13600
97,12700
72,9800
62,8300
72,9900
78,12200
62,7800
74,11100
72,10400
212,32100
62,9500
1130,145700
348,55100
72,13900
248,36500
105,16000
151,62500
72,12200
100,16700
62,8800
98,12700
102,13800
62,7900
97,11500
93,12200
62,7700
92,12200
93,12500
62,20500
98,15600
62,7900
72,9200
72,8700
62,16600
251,37600
83,14600
84,14800
86,12800
88,14100
179,26600
74,13500
66,10100
72,10500
235,34200
62,9700
1130,147300
1130,156100
72,14100
1130,152499
61,14000
72,11700
85,13700
313,63500
74,13200
70,11400
72,10700
298,36100
62,10600
1130,150000
62,30200
427,73300
78,14100
72,10500
170,27200
74,12000
72,9900
62,10500
214,30200
74,11200
66,10100
72,10100
70,12200
72,11500
189,40600
94,14700
62,10000
1130,156300
752,137400
72,14600
322,41200
74,12200
70,10800
72,10700
307,31800
62,9900
1130,143200
181,48000
62,22700
72,15500
72,11200
64,9800
233,37800
62,9500
62,9400
633,84000
109,16400
252,34200
318,42300
1130,141500
1130,204300
306,45300
72,18300
109,38500
72,12000
280,43400
228,31100
72,10900
62,9000
72,9900
251,33700
62,9300
72,9800
62,8500
72,9100
93,12400
72,9100
93,12400
72,9600
72,9000
62,7900
62,7500
62,8100
62,8600
72,9400
78,11400
74,35600
72,15100
574,80200
62,12300
1130,179199
142,27000
1130,216900
72,16700
1130,153700
1130,184100
1130,213400
1130,188000
72,14700
72,11500
72,10600
1130,151400
1130,146100
1130,277600
1130,167399
72,15200
72,11600
72,10500
1130,161000
780,112800
72,13400
256,37800
289,43200
72,11700
83,19600
72,11200
62,8600
62,8600
72,9200
72,8900
72,8400
62,26800
68,17700
67,13100
68,12200
67,11800
68,10600
67,9100
81,22300
143,43900
84,38000
377,88099
83,18200
227,42600
98,18000
98,14100
98,17300
83,26200
350,55200
350,48300
80,18100
144,31800
100,26800
100,18800
100,14000
94,18900
250,42300
74,15800
70,13500
72,11600
239,84500
355,92000
62,15900
72,15400
72,36900
100,37900
100,16000
100,14000
92,20000
229,39100
74,17900
70,11900
72,12000
238,65200
324,69000
72,17600
74,13900
70,13400
72,13500
261,52800
357,60700
62,12800
72,13400
72,10400
74,12100
70,10700
72,11800
260,41800
1130,149200
1130,163099
1130,147800
1130,182500
72,18400
1130,210400
1130,149900
1130,164100
1130,149400
1130,179800
72,14800
1130,265100
1130,145500
1130,205699
1130,157600
1130,147700
1130,153400
72,28400
102,18900
72,11200
72,10200
78,12300
74,11800
72,10200
826,121100
1130,193300
62,13400
211,28800
62,11400
74,50600
70,18700
72,17900
239,117600
356,85600
62,14999
72,11900
72,9600
482,96100
78,17200
72,12400
74,17200
62,21700
72,16100
726,229800
62,13900
72,13500
62,11400
74,15600
70,12100
72,14500
136,27700
1130,223900
1130,197400
72,17900
1130,213600
147,29100
72,13000
252,47500
109,32800
102,18200
1130,177400
1130,294100
1130,183100
62,12800
1130,146999
1130,208700
1130,148400
1130,158700
62,12500
62,9200
1130,141900
1130,140300
431,57100
62,10800
727,89300
102,17100
1130,274000
1130,180800
1130,145700
1130,141899
1130,137100
1130,236000
1130,276700
62,17200
62,12300
62,9900
1130,215100
1130,272100
1130,211000
1130,191400
1130,362999
1130,147500
1130,143300
1130,155800
1130,192400
1130,176800
1130,148900
62,12500
62,9500
62,8900
62,8200
1130,143900
1130,146099
1130,150100
1130,151900
1130,143700
1130,149700
1130,147800
1130,145800
1130,147800
1130,149200
1130,164000
1130,153800
88,16000
62,10300
62,8200
62,8100
62,30100
62,8800
1095,132099
72,12100
1130,160900
142,35100
1130,186300
72,19400
1130,158100
72,13900
1130,143300
1130,188700
649,112400
72,13100
72,10300
466,68600
239,34900
256,39000
289,60000
72,12500
74,13800
70,9800
72,11000
239,37900
356,48100
62,11700
72,12200
72,9600
111,21000
947,117500
62,10700
1069,123000
72,11300
62,8600
72,9800
78,11900
72,9100
62,8100
74,10000
72,9800
665,81300
62,9900
1130,128000
142,28800
1130,158400
72,15300
1130,137800
72,12500
72,10100
1130,139400
1130,235700
72,15000
1130,150800
972,154400
72,15600
72,11300
72,10200
484,72200
239,41300
256,33600
289,42100
72,11600
62,9200
72,9900
74,11500
83,14600
74,11100
62,8000
78,12700
78,12000
74,11200
72,11000
610,66499
74,12400
72,10700
660,72000
62,20200
62,11600
1130,182900
142,30600
1130,161900
72,16200
316,51500
72,11700
72,9400
256,31300
289,38600
1130,128300
142,28100
1130,183300
72,32200
1130,182600
72,13900
72,10300
668,98900
1130,209800
866,131800
72,13800
72,10400
479,64800
239,37600
72,17400
74,12100
62,8900
72,9300
62,7900
72,26500
78,16900
72,9300
72,9200
74,11600
62,8100
72,10700
62,9400
701,86500
62,10700
1130,176600
142,29900
1130,150700
72,15700
1130,145299
72,21700
72,13000
219,38100
1130,214900
289,49400
72,12600
256,33700
62,10100
289,40700
72,10900
62,8400
72,8600
74,11200
70,11000
72,9600
168,25800
184,25600
109,18800
62,14700
101,16300
94,14800
106,14800
72,10300
62,8700
62,11200
72,12100
74,11800
74,11000
70,10100
70,9800
72,10300
72,9100
295,34200
345,39800
62,10200
62,8300
1130,146900
310,51500
142,22400
78,13000
72,9500
72,8600
1130,141299
142,31100
310,44500
72,13300
72,24000
62,10900
74,12300
72,9800
72,9600
70,11300
72,9600
329,32700
62,9800
62,8200
62,7900
62,7100
72,9500
72,8800
1130,155900
142,40300
1130,201600
72,15300
1130,157000
300,48700
72,13100
62,17800
72,15800
83,21200
72,11000
62,10700
62,10300
74,12100
62,8100
74,9700
74,9900
83,179100
74,14800
70,11600
72,11800
168,25700
976,150300
248,46000
105,31000
72,13300
101,16399
94,19800
106,21600
72,15500
62,12400
62,7900
72,10300
68,34800
67,17800
68,9600
67,8500
68,8900
67,7800
81,12600
143,28900
84,13200
377,538400
83,19700
227,36600
98,15700
98,12500
98,10600
74,13500
70,11700
72,11800
407,66700
62,11800
83,18600
1130,136900
459,351100
72,19700
345,38600
62,11300
691,92200
74,15700
74,12500
70,11100
72,10500
70,9700
72,10900
351,32800
352,52300
72,12400
62,9200
62,8900
1130,145500
142,31300
1130,290900
72,19500
1130,998800
72,18700
653,108800
72,13200
1130,1.0039e+06
142,33900
1130,211900
208,95300
72,17100
72,11700
62,10300
72,14800
1130,285400
142,32300
1130,1.5417e+06
114,42600
72,19300
72,12500
62,10800
72,14300
62,9900
72,9700
62,31500
62,9200
62,11300
83,23600
100,26800
83,38000
83,16100
74,18500
74,13800
74,12700
68,12600
67,11600
68,9900
67,8300
68,9100
67,7400
81,122900
143,34900
84,22900
377,57100
83,13300
227,31000
98,13800
98,11100
98,10500
74,11400
70,11100
72,11000
168,24500
184,25800
109,16400
62,25200
101,15100
94,12500
106,14200
72,9100
62,7000
62,10100
72,12100
100,14500
100,13300
100,11800
83,17000
352,61900
350,42100
183,34900
183,27100
183,21900
183,20600
183,33200
183,22500
83,13300
83,13700
90,14800
155,31100
78,13200
74,10800
72,10900
577,91200
62,10300
442,83800
62,13300
72,24600
72,10900
62,8000
83,13900
68,9700
67,8700
68,8100
67,23700
68,9400
67,12200
81,15500
143,22500
84,12000
377,169100
83,16300
227,34700
98,53000
98,27700
98,10800
83,17200
251,74100
251,169000
100,21800
250,37900
74,13200
70,11300
72,16600
168,27300
184,80300
109,23200
62,11400
310,55200
104,19600
229,312700
124,39100
102,15700
98,18000
105,20300
93,13300
107,16400
105,16200
62,35000
329,53199
105,18300
281,46800
110,17300
329,46100
110,16800
105,108200
254,42000
281,51600
111,57000
111,59300
114,20000
107,17900
113,18700
114,19900
114,20200
107,20100
110,17200
107,16600
109,15800
114,16100
110,19800
107,16200
98,12700
105,19200
72,35000
83,18900
74,14300
74,12000
74,12700
78,11000
66,9300
72,138800
166,32800
62,11400
1130,215500
72,16600
1130,231300
698,177800
72,15200
333,49800
72,12000
103,16200
62,39100
62,79000
62,10900
68,10700
99,17900
72,10800
165,27200
1130,192400
93,17400
62,10700
62,10800
62,8400
265,50600
85,17900
72,10100
100,18300
100,21500
100,14900
83,16100
74,13000
70,11100
72,90500
168,29100
184,28800
109,21100
62,10100
310,49700
104,20300
229,36700
124,30200
102,20100
98,17600
105,17000
93,17000
107,16900
126,19700
150,54900
98,21000
62,9800
105,17700
93,15000
107,18900
133,18000
62,9700
157,29400
98,202599
105,22700
93,15300
107,38500
131,27100
155,24800
98,19400
105,19400
93,15700
107,81800
132,26800
62,65600
156,27600
98,15200
72,13300
105,17200
72,10800
74,27000
70,11300
72,10300
168,28200
184,35400
109,21000
62,12500
310,48300
104,32200
229,36300
124,18400
102,19200
98,21800
105,222000
93,16300
107,16700
108,19200
62,9400
335,64700
98,16000
105,15400
93,17100
107,17800
248,98500
735,103500
119,22300
165,113200
98,21700
105,16000
93,15000
107,17300
123,24500
109,18200
72,10900
825,191700
98,26500
105,23300
93,15400
107,21100
123,24500
917,149400
98,17800
72,10700
62,8900
62,8900
72,10000
89,170900
72,15800
62,11600
62,12500
85,14000
72,21000
78,14000
66,12700
72,13100
204,55400
62,11500
1130,396700
72,17200
1130,202100
698,207799
72,15000
60,9100
62,10500
68,9200
99,14500
72,9900
85,22100
313,59000
78,31800
74,18100
72,19300
299,98100
62,15200
1130,423700
126,73500
62,11500
72,16100
72,9800
100,24600
100,16800
72,10200
317,251900
62,23100
144,46900
85,16300
72,15500
72,13500
100,27300
78,22900
62,18000
66,12600
72,16600
220,146100
62,57100
74,66400
70,22300
72,34700
168,90600
184,304100
109,281100
62,18600
1130,196700
62,10900
310,43800
104,15300
229,26800
124,16800
102,13400
98,17100
105,13900
93,12000
107,13800
108,12300
72,10500
335,57300
98,16000
1130,212100
698,181199
72,15600
60,8900
105,17400
93,14200
107,12700
248,50700
62,9000
109,16300
119,14900
68,10800
99,12200
72,8000
345,40800
165,21800
98,21400
62,9300
1130,132300
1130,205700
1107,134300
1130,310400
85,15600
72,11200
72,9600
105,14400
1130,154100
1130,155500
1130,139800
1130,369599
1130,322900
1130,167500
72,13400
72,10300
72,10300
1130,151000
1130,140500
1130,278900
91,17800
72,11400
361,50100
78,14400
78,20400
78,14400
62,10300
66,11200
72,11400
220,35900
66,11900
1130,229199
163,28000
72,13800
72,10300
1130,138800
367,50200
163,22900
72,11300
72,12500
220,34000
66,11600
72,10900
220,30200
62,10000
62,9100
125,16900
125,17500
68,27500
68,10700
99,14600
99,12500
72,11300
72,10800
62,8400
125,16300
68,9200
99,12800
72,10800
109,13700
109,14700
109,65300
382,54000
342,47200
364,49200
62,9900
62,8300
62,7800
62,7500
62,12000
62,10900
1130,141300
1130,131200
1130,140500
1130,132200
72,13700
72,10600
1130,202399
1130,152500
72,12900
1130,156300
1130,199900
1130,198100
1130,143500
1130,127800
1130,129200
72,12500
72,10200
1130,134900
385,54300
72,14400
106,21100
72,11400
1130,139400
171,26700
1130,204999
1130,145100
1130,130100
72,13900
72,11200
62,11100
1130,152200
1130,138800
1130,189500
1130,139700
1130,267600
72,14000
1130,162900
1130,158900
1130,181899
1130,147500
1130,247500
72,13100
100,19300
1130,189600
1130,229600
1130,141300
1130,130300
1130,135100
1130,132700
1130,449199
72,18000
350,48300
1130,132900
1130,128800
1130,147700
1130,162500
1130,209900
1130,145300
1130,149800
72,14400
92,17200
62,10100
72,12500
224,30300
62,9200
78,11800
1014,143000
74,12700
72,10000
1130,138400
239,33800
72,11400
191,115000
62,13600
927,126499
64,13400
109,19800
72,16600
72,10500
109,15100
78,9800
74,12000
70,10900
72,10600
168,25700
184,25500
109,16100
62,9100
310,57100
104,16800
229,42300
124,20500
102,14900
98,16900
105,16500
93,14200
107,14900
108,16500
100,102500
335,54300
98,17900
105,17000
93,14000
366,152400
62,14300
1130,337200
1130,243500
1107,1.3161e+06
728,115500
72,15200
62,9200
107,14900
248,38700
109,16900
119,16900
165,21300
98,13900
62,8400
238,33000
126,17400
1130,215300
72,12400
1130,124300
1130,136300
1130,174400
72,23800
1130,138900
109,20000
72,11800
100,107300
105,19900
72,12500
368,45100
62,9799
1130,140100
1130,1.3253e+06
1107,463700
1028,149699
72,17700
93,16300
107,17200
113,15900
335,53300
98,25000
369,49500
365,54700
371,49100
105,15100
93,13600
62,14900
62,11200
62,8300
1130,145300
1130,156500
1107,142300
879,137900
72,15500
72,11800
1130,140100
1130,221300
1107,129800
1130,151899
1130,155600
97,20800
1107,189200
537,74400
72,18000
72,13400
107,17000
98,16400
107,15000
98,14500
62,9100
105,15500
72,11200
106,14500
72,9900
62,8000
62,7400
72,9200
778,97400
89,14100
122,17800
72,10200
79,14600
563,80200
528,65000
529,105200
62,14000
528,67300
1130,249200
1130,255199
1107,144300
1130,175000
1130,143000
85,341700
72,14600
72,11000
62,10000
178,27100
62,12400
62,8400
179,25400
538,67500
1130,138900
1130,159300
1130,523200
1107,148600
1130,350400
1130,897000
1130,148100
85,14800
72,11800
72,10100
189,213600
561,107700
557,85600
62,11600
1130,168500
1130,172600
1130,137300
1130,140400
1107,137200
1130,344100
1130,145200
72,15100
72,26700
72,13800
1130,164300
1130,156900
85,14700
72,15000
72,13400
1130,225399
1130,225700
891,137200
72,13400
564,213800
62,16700
62,10300
1130,136700
1130,164000
1107,415700
1130,147400
1130,567999
1107,240000
1130,1.828e+06
1130,199800
1060,2.0915e+06
72,66800
72,22600
72,33800
525,914899
1130,258000
1130,1.2866e+06
1130,237400
1130,230799
1130,848700
1130,253600
1107,1.1643e+06
1130,200100
1130,257000
1130,197300
72,26200
1130,189500
1130,217700
72,20800
72,18500
1130,250599
85,21600
72,15300
72,11200
1130,199000
1130,177100
1107,165800
1130,164500
1130,781399
1107,202900
1130,236100
1130,222000
1107,500300
1130,625399
72,56300
72,28200
1130,206800
1107,140100
1130,141500
206,42000
72,13500
72,9900
72,9100
62,9300
62,8400
916,124300
1130,135899
162,21000
72,19900
1130,139600
1130,147900
1130,141700
1130,131400
1130,150300
1130,140300
1130,146100
1130,130800
1130,188000
1130,143800
1130,173300
1130,133799
1130,148600
72,13500
993,121600
1130,147200
176,26500
72,12100
72,11800
1130,181200
1130,146500
85,15800
72,24400
72,9900
1130,140100
1130,139000
1130,156300
1130,165400
1130,134500
1130,142300
72,16900
1130,141300
1130,143600
1130,132600
1130,154700
