pkt大小(Byte),用时(ns)
54,4900
54,4600
67,5700
54,4600
236,18400
54,4800
129,10200
54,12600
467,42900
54,6200
131,11200
54,4500
1202,86900
1202,82900
932,64600
54,6200
453,55100
54,6800
123,11401
54,5400
54,5200
54,4900
54,4900
54,4800
54,4600
54,4000
54,4500
54,4400
54,4500
54,4500
346,60700
131,18000
54,5100
66,7400
58,5000
54,4700
169,22800
54,4800
1202,392601
1202,727901
1202,727601
842,126100
1202,104000
1202,150700
1202,564901
1202,482101
752,250500
1112,250500
54,8500
54,5500
1112,177200
1112,177701
54,5600
1112,155800
1202,411401
1022,196400
54,6800
1202,181000
1022,118400
54,9400
1202,137500
1022,103700
54,18200
1112,106201
1202,74000
1022,73900
54,5900
1112,72000
1202,68300
1022,338401
54,9900
1112,81300
1112,60900
54,7500
1112,130900
1112,64600
54,6500
1112,64001
1112,55900
54,5800
1112,35200
1112,50000
54,6300
1112,48100
1202,51900
1022,65800
54,6900
1202,55100
1022,45101
54,5600
1202,59800
1022,55100
54,5200
1202,76300
1022,120700
54,9500
1112,66800
1112,69200
54,6500
1112,66700
1112,70400
54,6000
1112,70700
1112,70000
54,6100
1112,131400
1112,60300
54,5900
1112,88701
1112,74000
54,5800
1112,65800
1112,61700
54,5200
1112,62700
1112,58500
54,5300
1112,52700
1202,107601
1022,47900
54,5700
1112,81000
1112,119500
54,6000
1112,71200
1112,102300
54,7700
1202,80700
1022,66600
54,6500
1112,69900
1112,74100
54,5900
1112,68001
1112,61300
54,6100
1112,60100
1202,71000
1022,59700
54,6000
1112,137800
1202,92500
1022,61501
54,6000
1112,66100
1112,70100
54,5900
1112,69600
1112,66300
54,5500
1112,70300
1112,90700
54,7400
1112,70600
1112,71800
54,7200
1112,74400
1112,74100
54,5900
1112,73501
1112,63300
54,7000
1112,41600
1112,271600
54,7200
1112,185801
1202,86700
1022,217400
54,7100
1202,75100
1022,82001
54,7300
1112,81300
1112,66800
54,6000
1112,66000
1112,85700
54,7700
1112,83500
1202,532101
1022,95800
54,25600
1112,91600
1112,119700
54,6900
1112,173601
1112,213201
54,10900
1112,202100
1112,121200
54,6800
1112,199701
1112,480401
54,28600
1112,287900
1112,361601
54,9900
1112,101100
1112,80600
54,5600
1112,132701
1112,91700
54,6400
1112,629601
1112,635001
54,9800
1112,629701
1112,619401
54,8600
1112,4.75041e+06
1112,500101
54,10200
1202,85600
1022,137700
54,9500
1112,351701
1112,87800
54,6900
1112,79600
1112,73800
54,5900
1112,96201
1112,133800
54,10300
1112,84600
1202,129201
1022,125100
54,26100
1112,99400
1202,100900
1022,78301
54,6700
1202,84900
1202,91400
1202,81400
842,58800
54,6100
1202,80000
1022,69201
54,6700
1112,143200
1202,75900
1022,65400
54,6700
1112,194101
1112,133100
54,7400
1112,123700
1112,83600
54,14500
1112,263100
1112,161200
54,7900
1202,337300
1022,106000
54,7900
1202,89701
1022,73800
54,6700
1112,84000
1202,82100
1202,82900
932,88601
54,22900
1202,155900
1022,83800
54,6400
1202,90100
1202,86200
932,64201
54,6100
66,9200
66,7200
54,5400
214,24300
162,32800
222,41600
226,34900
66,8800
66,6900
54,5600
294,38900
182,32700
302,31400
238,21600
54,5500
54,5100
1202,142301
1202,79100
1202,70700
1202,74600
1202,66300
1202,87300
1202,106700
1202,101201
1202,122900
1202,106000
1202,93300
1202,89000
1202,90400
1202,113700
1202,114600
1202,92600
1202,98501
1202,102100
1202,89200
1202,87400
1202,107300
1202,97501
1202,80700
1202,100500
1202,91600
1202,80200
1202,92201
52,44300
54,13900
54,8600
54,4600
1112,141901
1112,89900
54,7600
1112,85700
1202,104900
1202,180901
1202,121700
1202,112100
1202,148801
1202,126700
1202,107700
1202,112500
1202,86100
1202,82100
1202,145600
1202,169700
1202,79500
1202,81901
1202,80100
1202,79800
1042,70800
54,6100
54,4000
1112,73400
1202,77500
1202,96101
1202,83100
842,59400
54,5900
1202,78900
1022,127000
54,7400
1202,86700
1202,81700
932,66000
54,6800
1112,76100
1112,73900
54,6800
1202,82100
1202,99201
932,108800
54,7600
1112,78600
1202,76400
1202,80800
932,62601
54,6400
1202,82000
1022,69100
54,6000
1112,112600
1112,77000
54,6000
1112,72200
1112,98601
54,10900
1112,81700
1112,73200
54,5500
1202,79500
1022,69400
54,5600
1112,73100
54,5300
1112,72800
54,5700
1202,80300
1202,78801
1202,77700
1202,78300
1202,125800
1202,80400
1202,80700
1202,81101
1202,91800
1202,101400
1202,94800
1202,93200
1202,98501
1202,98400
1202,97700
1202,92800
1202,100100
1202,234400
1202,139901
1202,89700
1202,87900
54,7000
1202,81800
1202,80100
1202,82101
1202,142800
1202,81300
1202,77200
1202,80600
1202,82001
1202,79600
1202,82800
1202,82100
1202,77600
1202,77300
1202,136601
1202,99300
1202,77800
1202,102800
1202,143300
1202,86100
1202,84100
1202,82501
1202,79600
1201,79000
54,6700
1202,80700
1202,78900
1202,79300
1202,81301
1202,94900
1202,80800
1202,98600
1202,87001
1202,83800
54,6200
1202,80400
1202,84500
1202,132700
55,6400
54,4900
55,3600
54,3500
54,3200
1202,90701
1202,86500
1202,80100
1202,79600
1202,79500
1202,78500
1202,81001
922,78800
54,7300
54,4700
54,3800
1202,83901
1202,85000
1202,78100
1202,81000
1202,79300
1202,82300
1202,108101
1202,81800
1202,80800
1202,79700
1202,79700
1202,80900
1202,121701
1202,78900
164,23800
54,6600
54,4600
1112,85000
1112,136400
54,14600
1202,94800
1202,92200
1202,87900
1202,84200
1202,115400
1202,79900
1202,83000
1202,79000
1202,80000
1202,79801
1202,76400
1202,84600
1202,79800
1202,77900
1202,95100
1202,83800
1042,73900
54,6900
54,19000
54,4800
1112,91700
1112,73700
54,5200
1202,83800
1022,70801
54,5800
1112,73500
1112,70800
54,5600
1112,72700
1112,76000
54,6100
1202,77900
1202,80601
1202,109600
1202,84300
1202,81600
662,45300
54,12200
1202,108500
1202,85200
1202,80300
1202,83701
752,53200
54,6000
1202,85700
1202,85900
932,67100
54,6000
1202,88700
1202,81300
932,113301
54,7300
1202,82900
1202,81100
1202,82400
1202,94800
752,52000
54,6000
1202,77000
1202,81400
1202,80600
1202,80200
1202,119200
1202,98801
1202,82900
1202,82200
1202,77500
302,24500
54,5800
1112,75500
1202,84000
1022,68401
54,6300
1112,73800
1112,74200
1112,87600
54,7200
1112,92500
1112,72300
54,5400
1112,69401
1112,74600
54,6300
1112,73800
1112,70600
54,5400
1112,72700
54,5900
1202,82000
1202,76000
1202,77500
1202,128200
1202,114401
1202,88800
1202,89100
482,37300
54,6300
1202,133900
1202,102401
1202,87500
1202,84700
1202,82000
1202,82300
1202,162501
1202,148100
1202,92700
1202,86600
1202,90201
1202,93800
1202,93700
254,21700
54,6100
54,4200
1112,84600
1112,177001
54,6700
1112,148800
1112,176500
54,8400
1112,103501
1112,83900
54,5700
1112,75900
1112,79000
54,6300
1112,76100
1112,76200
54,6200
1112,74500
1112,99001
54,7400
1112,83800
1112,74700
54,6700
1202,84200
1022,70400
54,5500
1112,74500
1202,84700
1022,68800
54,5300
1202,83100
1022,72100
54,6700
1112,74500
1112,104900
54,10400
1112,100000
1202,90000
1022,73900
54,5800
1202,81100
1022,67700
54,6200
1112,80301
1112,84200
54,5800
1112,95200
1112,155500
54,8800
1112,88400
1112,77100
54,6500
1202,82100
1022,73900
54,6200
1202,109700
1022,72801
54,5600
1202,96200
1022,72000
54,5800
1202,79000
1022,69000
54,13100
1112,87000
1112,87000
54,6000
1112,90400
1112,77100
54,7000
1112,75301
1112,72600
54,5900
1112,73500
1112,76400
54,6200
1202,79300
1022,67900
54,5700
1202,79501
1022,69200
54,6600
1112,74100
1112,103200
54,7800
1202,95000
1022,66500
54,5300
1112,70801
1112,71600
54,12600
1202,90500
1022,72700
54,8000
1202,84001
1022,71400
54,6300
1112,76300
1202,84600
1022,66500
54,18900
1112,119801
54,6000
1202,77800
1022,66300
54,6300
1202,81300
1022,66300
54,5800
1202,79600
1022,68100
54,6100
1112,73301
1112,72300
54,5900
1112,70800
1112,166400
54,9000
1202,152701
1022,76200
54,6100
1112,78500
1112,123900
54,6400
1202,85800
1022,69000
54,6300
1112,75400
1112,76200
54,5600
1202,77400
1202,279900
932,73900
54,7300
1112,75200
1112,75800
54,6900
1112,74700
1112,73100
54,5900
1112,74900
1112,76001
54,6500
1202,79100
1022,82200
54,6800
1112,74200
1112,75200
54,6200
1112,71600
1112,72901
54,5600
1202,80800
1022,86400
54,7100
1112,82801
1112,77800
54,6500
1112,76600
1202,79100
1022,65900
54,5600
1112,72600
1202,79500
1022,69201
54,5500
1112,73400
1112,72800
54,19700
1112,77800
1112,73400
54,5600
1112,72100
1202,76901
1022,92500
54,6600
1112,73300
1202,75700
1022,68300
54,6300
1112,74600
1112,72600
54,6001
1112,73400
1112,124700
54,11300
1112,119600
1202,88800
1022,71000
54,6201
1112,73000
1202,79400
1022,126500
54,7200
1202,89800
1022,69500
54,5700
1112,72100
1112,76100
54,5700
1112,75800
1112,71800
54,6200
1112,72701
1202,76500
1022,67000
54,6000
1112,155900
1112,72800
54,6200
1112,98401
1112,74700
54,12400
1112,85700
1202,79900
1202,77700
932,62400
54,6800
1112,101800
1112,91501
54,5600
1112,74900
1112,74100
54,6700
1112,73600
1112,71600
54,5600
1112,74700
1112,72600
54,6000
1112,74600
1202,77500
1022,66700
54,6200
1112,90100
1112,77000
54,5700
1112,70300
1112,73901
54,5700
1112,71800
1202,80700
1022,65300
54,11400
1112,96701
54,5900
1112,79600
1112,72400
54,6300
1112,78600
1112,72500
54,46800
1202,83200
1022,66901
54,6500
1202,79400
1022,66400
54,5300
1112,82700
1112,119400
54,5800
1112,72101
1202,79600
1202,77800
932,63200
54,6000
1112,73100
1112,71900
54,6000
1112,86400
1202,76301
1022,66800
54,5300
1112,82900
1202,128300
1022,68900
54,6000
1112,71200
1112,74101
54,5900
1112,72900
1112,69900
54,5400
1112,71600
1202,89400
1022,95300
54,6900
1112,75001
1112,73100
54,5900
1112,71600
1112,71900
54,5300
1202,81200
1202,79100
1202,82701
1202,86400
1202,97000
1202,101700
1202,84200
1202,77900
1202,80201
1202,83400
1202,78600
122,11800
54,5600
1112,73800
1202,78500
1202,80000
1202,79400
842,113301
54,6800
1202,271200
1202,85800
1202,81801
1202,83600
1202,90400
1202,86700
1202,97700
1202,125000
1202,129401
1202,147600
1202,101800
122,11600
54,5400
1112,78500
1112,76400
54,6100
1112,77201
1112,74600
54,6300
1112,75300
1112,75300
54,5500
1112,72600
1112,72600
54,6100
1112,149101
1112,69500
54,5400
1112,51900
1202,59000
1022,49900
54,5700
1202,55800
1022,62000
54,6200
1112,92700
1202,151000
1022,74201
54,5700
1112,74500
1112,197700
54,8300
1202,97200
1022,83000
54,6600
1202,95401
1022,76600
54,5500
1112,84300
1112,85600
54,6000
1202,93200
1022,145201
54,7100
1202,94500
1022,84300
54,5800
1202,88300
1022,191400
54,6400
1112,82900
1202,87600
1022,79200
54,5400
1112,214400
54,11101
1202,118600
1022,104000
54,7800
1202,104900
1022,84400
54,22100
54,8700
54,6300
54,5800
54,4500
54,3500
54,3000
54,3700
54,3300
1202,109500
1202,98100
1202,88301
1202,89700
1202,86300
1202,84600
1202,116200
1202,100901
1202,88000
1202,89000
1202,86300
1202,91200
344,33600
54,10200
1202,94101
1202,102600
1202,114700
1202,431001
1202,206300
1202,92400
1202,83800
1202,80901
1202,82800
1202,80100
1202,82900
122,11200
54,5600
1112,75300
1112,74800
54,5700
1112,87301
1202,87800
1022,68600
54,6000
1112,70200
1112,75600
54,6600
1112,75400
1112,74201
54,5600
1112,73000
1112,78400
54,6100
1202,79500
1022,68000
54,6400
1202,91900
1022,102201
54,6800
1202,79600
1022,77600
54,6800
1112,75600
1202,81500
1022,69600
54,6300
1112,75301
1202,80700
1022,65600
54,5400
1112,74100
1202,169300
1022,80400
54,6201
1112,86500
1112,86800
54,7300
1112,91700
1202,116400
1022,76200
54,7100
1202,96201
1022,92700
54,27100
1112,182900
1202,97400
1022,103700
54,7900
1112,83300
1202,84200
1202,96400
1202,83101
842,60900
54,6300
1202,81700
1022,71200
54,6600
1112,79000
1202,82400
1022,71000
54,6401
1202,84000
1022,68700
54,6000
1202,79300
1202,110700
932,66200
54,6800
1202,81800
1022,73301
54,6600
1112,73600
1112,75500
54,6000
1202,122600
1022,68500
54,6000
1112,74200
1202,83201
1022,87600
54,7600
1112,78801
1202,87700
1022,67400
54,6700
1112,75800
1112,87600
54,7000
1112,80000
1202,79801
1022,70600
54,6200
1112,75200
1112,73300
54,6400
1202,84100
1022,71900
54,5900
1202,78301
1022,68400
54,6700
1112,75100
1202,1.376e+06
1022,79400
54,7500
1112,80901
54,6200
1202,82500
1022,68800
54,5900
1112,71100
1202,82600
1022,67600
54,16000
1202,87001
1022,73500
54,7100
1202,83800
1022,70000
54,5600
1202,78200
1022,136000
54,7600
1112,79100
1202,85501
1022,73000
54,6900
1202,83900
1022,70200
54,5700
1112,71600
1202,82600
1022,70801
54,5700
1202,79800
1022,128000
54,7100
1112,85800
1112,77700
54,6200
1112,71700
54,7200
1202,83101
1022,69900
54,5900
1202,81500
1202,112800
932,71200
54,7100
1112,82900
1112,76100
54,6300
1112,76101
1202,81700
1022,67800
54,6300
1112,101200
1202,82500
1202,80700
932,64401
54,7300
1112,76000
54,5700
1202,77800
1022,70400
54,5300
1112,75700
1112,90600
54,6800
1202,81600
1022,84200
54,7700
1112,76400
1112,76501
54,5900
1112,74700
1202,83800
1022,68700
54,6200
1202,86300
1022,66100
54,6600
1112,74800
54,5900
1202,78600
1202,78400
1202,189300
1202,84200
1202,86301
1202,82500
572,40900
54,6200
1202,83100
1022,68300
54,5700
1202,77700
1202,81800
1202,77601
1202,147200
1202,122000
1202,77000
1202,76700
1202,80001
1202,82800
1202,91500
1202,88000
122,11800
54,6200
1112,77000
1112,93400
54,6300
1112,73800
1112,103900
54,6600
1112,76701
1112,71300
54,5100
1112,72300
1112,73200
54,5700
1112,71700
1112,72400
54,5900
1202,87300
1022,69300
54,5600
1112,70600
1112,73100
54,6200
1202,80001
1022,66600
54,5600
1112,72400
1112,71900
54,5500
1202,75800
1022,67000
54,5200
1202,99800
1022,113901
54,6100
1112,71300
1112,70000
54,6500
1112,71800
1202,77700
1022,66900
54,5300
1112,71301
1112,132800
54,14000
1112,86100
1202,86800
1022,75001
54,6700
1202,101700
1022,69700
54,5800
1202,85500
1022,68900
54,6100
1202,82600
1022,65601
54,5500
1112,75300
1202,78200
1022,65800
54,5500
1112,76500
1202,80100
1022,125901
54,7500
1112,90600
1112,72500
54,12300
1112,90100
1202,88701
1022,69400
54,7000
1202,89700
1022,92400
54,36300
1112,94100
1202,81800
1022,73001
54,5900
1202,80800
1022,71400
54,11900
1112,92800
1202,87800
1022,73400
54,6200
1112,74800
1202,82700
1022,71000
54,5600
1112,73900
1202,122801
1022,79300
54,6600
1202,99400
1022,73300
54,6500
1112,81500
1202,92601
1022,77700
54,6200
1202,88900
1022,80700
54,36700
1202,134300
1022,76400
54,14700
1112,94900
1112,84600
54,6700
1112,89600
1202,86000
1022,75400
54,6100
1202,157700
1022,72800
54,7100
1202,79400
1022,115200
54,6000
1202,80201
1022,140701
54,9100
1202,90500
1202,81500
932,77400
54,42000
1202,156901
1202,182100
1202,118400
842,71500
1202,94700
1022,87000
54,6300
1202,99000
1202,112300
1202,152900
1202,95000
1202,84600
1202,87901
1202,84800
1202,84300
1202,80200
1202,103900
1202,86700
1202,145600
1202,85700
1202,84001
1202,83500
74,8100
54,5600
54,3800
1112,77400
1112,76700
54,5100
1112,72900
1112,76800
54,11801
1202,136500
1022,71300
54,6100
1112,75700
1112,75000
54,6000
1112,75400
1112,74201
54,6500
1202,77000
1022,69300
54,6400
1202,80900
1022,69100
54,5900
1202,128500
1022,81701
54,6300
1202,99900
1022,119700
54,8000
1202,89100
1022,72000
54,6000
1112,76401
1112,145700
54,21000
1112,81200
1202,79200
1022,70900
54,6200
1112,71801
1112,72600
54,5500
1112,72800
1112,133400
54,7200
1112,77600
1202,84600
1022,85400
54,7400
1112,78801
1112,76300
54,5900
1202,78200
1022,131800
54,7200
1112,76200
1202,81201
1022,71700
54,6300
1202,77400
1022,69300
54,5400
1202,74100
1022,69600
54,11100
1202,94600
1022,72000
54,6800
1202,84201
1022,67100
54,5300
1202,79700
1022,67600
54,11400
1202,93500
1022,73300
54,6200
1112,77400
1112,90800
54,7800
1202,86300
1202,79000
932,64000
54,6400
1202,105500
1022,86900
54,5700
1112,74001
1202,77400
1202,79900
932,99200
54,6300
1112,73000
54,17500
1112,101400
1202,88201
1202,87700
932,66400
1202,85900
1022,69900
54,6300
54,4300
1202,90200
1022,72200
54,6600
1112,76600
1112,97900
54,6800
1112,87300
1202,140700
1022,77500
54,6900
1202,83900
1022,71400
54,6300
1112,73500
54,5800
1202,80600
1022,73700
54,6300
1112,76000
1112,73200
54,5600
1202,100600
1022,90900
54,7600
1202,87700
1022,69400
54,6200
1112,75000
54,6500
1202,81901
1202,80900
1202,77900
1202,138900
1202,97600
1202,79600
1202,93900
1202,88400
1202,85500
1202,85100
1202,99701
1202,84700
1202,81600
1202,81100
164,23300
54,7300
54,5000
1202,89400
1202,87200
1202,82401
1202,79000
1202,79500
1202,82100
1202,132300
1202,83700
1202,89201
1202,78500
212,16100
54,5400
1202,79400
1202,78800
932,62900
54,6100
1112,72300
1112,72301
54,6000
1112,71300
1202,99100
1022,72701
54,6500
1202,81600
1022,69900
54,6000
1202,81600
1202,76100
932,81800
1112,77501
54,6600
1202,81800
1022,85300
54,7400
1202,81600
1022,70100
54,6000
1202,77000
1022,68701
54,6400
1202,82200
1022,67500
54,5500
1202,77800
1022,127900
54,7500
1112,77000
1202,81800
1022,70601
54,7200
1202,242600
1202,82300
932,60600
54,6200
1202,77001
1202,132300
932,62700
54,6000
1112,72500
54,12300
1202,90000
1022,91300
54,7700
1202,84300
1022,112101
54,6800
1202,82200
1022,67500
54,5700
1202,79800
1022,70200
54,6200
1202,90500
1022,67701
54,6100
1112,72900
1202,78800
1022,120800
54,6500
1202,79900
1022,116200
54,8200
1202,103700
1022,72700
54,6300
1202,82800
1022,92700
54,7300
1202,85600
1022,71200
54,7000
1202,82500
1022,69600
54,5900
1202,81800
1022,72100
54,12500
1202,95401
1202,84300
932,65500
54,7000
1112,160500
54,6500
1112,76900
1112,72301
54,5500
1202,58100
1022,51900
54,5900
1202,57900
1022,50300
54,5800
1112,52700
1112,75900
54,5500
1202,79900
1022,67501
54,21100
1202,133600
1202,87800
932,68800
1112,80801
54,7200
1202,82200
1022,76200
54,5900
1202,77700
1022,72600
54,40700
1112,106801
1112,78000
54,42500
1202,110200
1022,83401
54,5700
1202,83100
1022,72400
54,6500
1202,94300
1022,73900
54,5500
1202,82600
1022,125201
54,8200
1202,111800
1202,95500
932,107700
54,7900
1112,86201
1112,86800
54,6000
1202,87500
1022,75900
54,6300
1202,87300
1202,176701
932,69200
54,14100
1202,99400
1022,76501
54,6000
1202,92400
1022,95400
54,7900
1202,87100
1022,70800
54,5800
1202,87500
1022,72400
54,6300
1112,79500
1202,83000
1022,70000
54,6600
1202,83100
1202,84900
932,61801
54,135500
1112,162201
1202,92200
1022,75400
54,6800
1112,80400
1202,88100
1202,88201
1202,78100
842,77300
54,7600
1202,82900
1022,68000
54,5800
1112,75000
1202,164200
1022,76900
54,6500
1202,82300
1022,68500
54,7400
1112,204501
1112,139000
54,7600
1202,101000
1022,99900
54,41800
1112,156300
1202,88900
1202,88601
932,105400
54,8200
1112,123000
1202,83700
1022,76000
54,6800
1202,80201
1022,69200
54,5800
1112,73700
1112,76000
54,6100
1202,78300
1202,80100
1202,80900
1202,93400
1202,83101
1202,85600
1202,85400
1202,83200
1202,79500
1202,81600
1202,80201
1202,81100
1202,83000
1202,100900
1202,133400
74,8100
54,12400
1112,89000
54,6400
1112,75000
1112,74100
54,6200
1112,75100
1112,77800
54,6200
1112,134800
1202,81900
1202,80900
1202,79200
842,57000
54,5900
1112,71901
1202,80600
1022,120301
54,6600
1112,74700
1202,78000
1022,88300
54,7500
1202,83100
1022,70600
54,6800
1202,80300
1022,76501
54,6000
1112,77300
1112,88700
54,7500
1202,80400
1022,69000
54,5900
1202,77700
1022,68701
54,13200
1202,95600
1022,73100
54,6600
1202,114600
1022,78601
54,6500
1202,83400
1022,68900
54,6600
1202,83000
1022,67900
54,5800
1202,81000
1022,70601
54,6700
1112,72600
1112,72300
54,6100
1112,73700
1112,99200
54,12700
1202,92101
1022,72900
54,6300
1112,74600
1202,90100
1022,72500
54,6300
1202,79700
1022,69501
54,6300
1202,148100
1022,72900
54,6100
1202,81900
1022,69700
54,6200
1112,74201
1202,78400
1022,122501
54,7100
1202,120400
1022,67700
54,6100
1202,78800
1022,100300
54,7500
1112,78701
1202,82400
1022,75000
54,30300
1202,129400
1022,68100
54,6100
1112,74501
1112,73400
54,6700
1112,74500
54,5700
1202,77000
1022,88300
54,7300
1202,86000
1202,80400
932,132401
1202,86300
1022,68800
1112,73600
1112,74800
54,6600
54,5300
1202,83100
1202,83300
1202,81100
1202,98800
1202,82201
1202,81800
1202,86600
1202,79200
1202,80900
1202,77300
1202,80201
1202,77300
1202,99200
1202,79800
164,14400
54,6100
54,5300
54,4900
1202,79700
1022,68700
54,6401
1112,72300
1112,75500
54,6000
1112,72100
1112,73600
54,11200
1112,97900
1112,72800
54,5800
1202,80600
1202,95501
932,68300
54,6900
1202,87500
1022,91100
54,34500
1202,97800
1202,82001
932,62000
54,6600
1112,72600
1112,73800
54,5700
1112,70900
1112,69900
54,12200
1112,85600
1202,81201
1022,75400
54,6500
1112,77900
1202,80100
1022,68000
54,6000
1202,77600
1202,87001
932,61900
54,6200
1112,75200
54,6100
1202,82900
1022,70200
54,12200
1202,93101
1202,83200
1202,83200
1202,83600
752,52200
54,5700
1112,73600
1112,73900
54,6000
1112,72001
1202,80700
1202,99300
932,80900
54,5800
1112,71700
1112,73300
